,geoName,composition florale
3,Brittany,100.0
5,Centre-Val de Loire,52.702702702702695
7,Corsica,0.0
15,Pays de la Loire,85.13513513513513
18,Provence-Alpes-Côte d'Azur,29.72972972972973
21,Île-de-France,45.94594594594595
22,Grand-est,51.35135135135135
23,Hauts-de-france,67.56756756756756
24,Normandie,83.1081081081081
25,Bourgogne-Franche-Comté,29.054054054054053
26,Nouvelle-Aquitaine,85.13513513513513
27,Occitanie,50.0
28,Auvergne-Rhône-Alpes,33.108108108108105
