date,composition florale
2018-01-07,0.5273972602739726
2018-01-14,0.19863013698630136
2018-01-21,0.6164383561643836
2018-01-28,0.2054794520547945
2018-02-04,0.19863013698630136
2018-02-11,0.5273972602739726
2018-02-18,0.0
2018-02-25,0.3835616438356164
2018-03-04,0.3904109589041096
2018-03-11,0.19863013698630136
2018-03-18,0.7397260273972602
2018-03-25,0.7465753424657534
2018-04-01,0.5273972602739726
2018-04-08,0.21232876712328766
2018-04-15,0.4589041095890411
2018-04-22,0.6575342465753424
2018-04-29,0.2054794520547945
2018-05-06,0.2191780821917808
2018-05-13,0.3424657534246575
2018-05-20,0.2191780821917808
2018-05-27,0.2054794520547945
2018-06-03,0.0
2018-06-10,0.636986301369863
2018-06-17,0.0
2018-06-24,0.4246575342465753
2018-07-01,0.21232876712328766
2018-07-08,0.21232876712328766
2018-07-15,0.0
2018-07-22,0.22602739726027396
2018-07-29,0.22602739726027396
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.22602739726027396
2018-08-26,0.7876712328767124
2018-09-02,0.0
2018-09-09,0.5684931506849316
2018-09-16,0.0
2018-09-23,0.5616438356164384
2018-09-30,0.9863013698630136
2018-10-07,0.4246575342465753
2018-10-14,0.5684931506849316
2018-10-21,0.2191780821917808
2018-10-28,0.547945205479452
2018-11-04,0.0
2018-11-11,0.21232876712328766
2018-11-18,0.0
2018-11-25,0.2054794520547945
2018-12-02,0.3356164383561644
2018-12-09,0.21232876712328766
2018-12-16,0.5616438356164384
2018-12-23,0.2328767123287671
2018-12-30,1.0
2019-01-06,0.3287671232876712
2019-01-13,0.2054794520547945
2019-01-20,0.3904109589041096
2019-01-27,0.0
2019-02-03,0.19863013698630136
2019-02-10,0.19863013698630136
2019-02-17,0.21232876712328766
2019-02-24,0.4041095890410959
2019-03-03,0.19863013698630136
2019-03-10,0.19863013698630136
2019-03-17,0.3082191780821918
2019-03-24,0.6027397260273972
2019-03-31,0.1917808219178082
2019-04-07,0.3424657534246575
2019-04-14,0.3013698630136986
2019-04-21,0.541095890410959
2019-04-28,0.1917808219178082
2019-05-05,0.6027397260273972
2019-05-12,0.2876712328767123
2019-05-19,0.3835616438356164
2019-05-26,0.7465753424657534
2019-06-02,0.1917808219178082
2019-06-09,0.5958904109589042
2019-06-16,0.9794520547945206
2019-06-23,0.5342465753424658
2019-06-30,0.3287671232876712
2019-07-07,0.1917808219178082
2019-07-14,0.19863013698630136
2019-07-21,0.4041095890410959
2019-07-28,0.5547945205479452
2019-08-04,0.410958904109589
2019-08-11,0.5616438356164384
2019-08-18,0.22602739726027396
2019-08-25,0.410958904109589
2019-09-01,0.3698630136986301
2019-09-08,0.0
2019-09-15,0.18493150684931506
2019-09-22,0.18493150684931506
2019-09-29,0.1917808219178082
2019-10-06,0.6917808219178082
2019-10-13,0.0
2019-10-20,0.2808219178082192
2019-10-27,0.273972602739726
2019-11-03,0.0
2019-11-10,0.2945205479452055
2019-11-17,0.2671232876712329
2019-11-24,0.17123287671232876
2019-12-01,0.684931506849315
2019-12-08,0.3424657534246575
2019-12-15,0.6506849315068494
2019-12-22,0.1917808219178082
2019-12-29,0.3698630136986301
2020-01-05,0.0
2020-01-12,0.958904109589041
2020-01-19,0.17123287671232876
2020-01-26,0.1643835616438356
2020-02-02,0.3356164383561644
2020-02-09,0.1643835616438356
2020-02-16,0.1643835616438356
2020-02-23,0.726027397260274
2020-03-01,0.3287671232876712
2020-03-08,0.0
2020-03-15,0.15753424657534246
2020-03-22,0.1506849315068493
2020-03-29,0.0
2020-04-05,0.1506849315068493
2020-04-12,0.363013698630137
