date,Peintre bâtiment
2018-01-07,0.0
2018-01-14,0.48847926267281105
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.4792626728110599
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.22119815668202766
2018-03-18,0.0
2018-03-25,0.22119815668202766
2018-04-01,0.967741935483871
2018-04-08,0.48847926267281105
2018-04-15,0.0
2018-04-22,0.48847926267281105
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.22119815668202766
2018-05-20,0.22119815668202766
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.728110599078341
2018-06-17,0.2764976958525346
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.7695852534562212
2018-08-05,0.271889400921659
2018-08-12,0.5529953917050692
2018-08-19,0.5529953917050692
2018-08-26,0.5529953917050692
2018-09-02,0.43317972350230416
2018-09-09,0.271889400921659
2018-09-16,0.0
2018-09-23,0.22119815668202766
2018-09-30,0.0
2018-10-07,0.847926267281106
2018-10-14,0.0
2018-10-21,0.4976958525345622
2018-10-28,0.0
2018-11-04,0.2488479262672811
2018-11-11,0.0
2018-11-18,0.7972350230414746
2018-11-25,0.0
2018-12-02,0.4700460829493088
2018-12-09,0.22119815668202766
2018-12-16,0.22580645161290322
2018-12-23,0.271889400921659
2018-12-30,0.0
2019-01-06,0.21658986175115208
2019-01-13,0.46543778801843316
2019-01-20,0.4608294930875576
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.35023041474654376
2019-02-24,0.24423963133640553
2019-03-03,0.0
2019-03-10,0.2488479262672811
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.4423963133640553
2019-04-07,0.1889400921658986
2019-04-14,0.19815668202764977
2019-04-21,0.7465437788018433
2019-04-28,0.7235023041474654
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.35944700460829493
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.17511520737327188
2019-06-16,0.0
2019-06-23,0.2534562211981567
2019-06-30,0.0
2019-07-07,0.2488479262672811
2019-07-14,0.7096774193548387
2019-07-21,0.18433179723502305
2019-07-28,0.5345622119815668
2019-08-04,0.0
2019-08-11,0.17972350230414746
2019-08-18,0.0
2019-08-25,0.4976958525345622
2019-09-01,0.17972350230414746
2019-09-08,0.9032258064516129
2019-09-15,0.17050691244239632
2019-09-22,0.6728110599078341
2019-09-29,0.16589861751152074
2019-10-06,0.41013824884792627
2019-10-13,0.9124423963133641
2019-10-20,0.17972350230414746
2019-10-27,0.0
2019-11-03,0.16129032258064516
2019-11-10,0.17050691244239632
2019-11-17,0.0
2019-11-24,0.17050691244239632
2019-12-01,0.17972350230414746
2019-12-08,0.48847926267281105
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.17050691244239632
2020-01-12,0.0
2020-01-19,0.3870967741935484
2020-01-26,0.2119815668202765
2020-02-02,0.7050691244239631
2020-02-09,0.2119815668202765
2020-02-16,0.2534562211981567
2020-02-23,0.543778801843318
2020-03-01,0.2073732718894009
2020-03-08,0.9216589861751152
2020-03-15,0.5668202764976958
2020-03-22,0.17972350230414746
2020-03-29,0.3271889400921659
2020-04-05,0.0
2020-04-12,0.8110599078341014
2020-04-19,1.0
2020-04-26,0.17511520737327188
2020-05-03,0.17972350230414746
2020-05-10,0.15207373271889402
2020-05-17,0.16129032258064516
2020-05-24,0.5990783410138248
2020-05-31,0.6129032258064516
2020-06-07,0.34101382488479265
2020-06-14,0.15207373271889402
2020-06-21,0.0
