Unnamed: 0,peintre décorateur
3,92.15686274509804
5,0.0
7,0.0
15,100.0
18,0.0
21,27.450980392156865
22,0.0
23,0.0
24,0.0
25,0.0
26,65.359477124183
27,0.0
28,0.0
