geoName,geoCode,peintre décorateur
Brittany,FR-E,100.0
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,29.82456140350877
Provence-Alpes-Côte d'Azur,FR-U,0.0
Île-de-France,FR-J,17.543859649122805
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,0.0
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,58.4795321637427
Occitanie,FR-OC,0.0
Auvergne-Rhône-Alpes,FR-AR,0.0
