,geoName,smoking homme
3,Brittany,31.147540983606557
5,Centre-Val de Loire,44.26229508196721
7,Corsica,0.0
15,Pays de la Loire,70.49180327868852
18,Provence-Alpes-Côte d'Azur,59.01639344262295
21,Île-de-France,100.0
22,Grand-est,54.644808743169406
23,Hauts-de-france,41.80327868852459
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,29.508196721311474
27,Occitanie,90.98360655737704
28,Auvergne-Rhône-Alpes,36.0655737704918
