date,les mathématiques
2018-01-07,0.2436548223350254
2018-01-14,0.6345177664974619
2018-01-21,0.23857868020304568
2018-01-28,0.41116751269035534
2018-02-04,0.4010152284263959
2018-02-11,0.5685279187817259
2018-02-18,0.16243654822335024
2018-02-25,0.6243654822335025
2018-03-04,0.5532994923857868
2018-03-11,0.3147208121827411
2018-03-18,0.40609137055837563
2018-03-25,0.2233502538071066
2018-04-01,0.39593908629441626
2018-04-08,0.16751269035532995
2018-04-15,0.28426395939086296
2018-04-22,0.0
2018-04-29,0.24873096446700507
2018-05-06,0.17766497461928935
2018-05-13,0.16751269035532995
2018-05-20,0.17258883248730963
2018-05-27,0.5025380710659898
2018-06-03,0.3401015228426396
2018-06-10,0.2436548223350254
2018-06-17,0.17258883248730963
2018-06-24,0.3401015228426396
2018-07-01,0.16751269035532995
2018-07-08,0.25888324873096447
2018-07-15,0.3604060913705584
2018-07-22,0.0
2018-07-29,0.45685279187817257
2018-08-05,0.0
2018-08-12,0.38071065989847713
2018-08-19,0.36548223350253806
2018-08-26,0.17258883248730963
2018-09-02,0.6700507614213198
2018-09-09,0.6040609137055838
2018-09-16,0.5532994923857868
2018-09-23,0.17258883248730963
2018-09-30,0.4365482233502538
2018-10-07,0.25380710659898476
2018-10-14,0.4467005076142132
2018-10-21,0.3553299492385787
2018-10-28,0.25888324873096447
2018-11-04,1.0
2018-11-11,0.16751269035532995
2018-11-18,0.27411167512690354
2018-11-25,0.5025380710659898
2018-12-02,0.16751269035532995
2018-12-09,0.3401015228426396
2018-12-16,0.4263959390862944
2018-12-23,0.18781725888324874
2018-12-30,0.2639593908629442
2019-01-06,0.16243654822335024
2019-01-13,0.40609137055837563
2019-01-20,0.15736040609137056
2019-01-27,0.39086294416243655
2019-02-03,0.4010152284263959
2019-02-10,0.16243654822335024
2019-02-17,0.0
2019-02-24,0.3299492385786802
2019-03-03,0.39593908629441626
2019-03-10,0.5736040609137056
2019-03-17,0.16751269035532995
2019-03-24,0.15736040609137056
2019-03-31,0.22842639593908629
2019-04-07,0.15228426395939088
2019-04-14,0.3248730964467005
2019-04-21,0.3197969543147208
2019-04-28,0.22842639593908629
2019-05-05,0.29949238578680204
2019-05-12,0.15228426395939088
2019-05-19,0.15228426395939088
2019-05-26,0.3248730964467005
2019-06-02,0.30456852791878175
2019-06-09,0.14720812182741116
2019-06-16,0.15736040609137056
2019-06-23,0.15736040609137056
2019-06-30,0.48223350253807107
2019-07-07,0.15228426395939088
2019-07-14,0.15736040609137056
2019-07-21,0.41624365482233505
2019-07-28,0.16243654822335024
2019-08-04,0.0
2019-08-11,0.17258883248730963
2019-08-18,0.29441624365482233
2019-08-25,0.41624365482233505
2019-09-01,0.29441624365482233
2019-09-08,0.2233502538071066
2019-09-15,0.39593908629441626
2019-09-22,0.29441624365482233
2019-09-29,0.3096446700507614
2019-10-06,0.22842639593908629
2019-10-13,0.30456852791878175
2019-10-20,0.14720812182741116
2019-10-27,0.37055837563451777
2019-11-03,0.5076142131979695
2019-11-10,0.3604060913705584
2019-11-17,0.2131979695431472
2019-11-24,0.3553299492385787
2019-12-01,0.13705583756345177
2019-12-08,0.27411167512690354
2019-12-15,0.4213197969543147
2019-12-22,0.0
2019-12-29,0.29949238578680204
2020-01-05,0.4263959390862944
2020-01-12,0.3197969543147208
2020-01-19,0.20812182741116753
2020-01-26,0.5685279187817259
2020-02-02,0.1319796954314721
2020-02-09,0.1319796954314721
2020-02-16,0.19289340101522842
2020-02-23,0.4720812182741117
2020-03-01,0.4010152284263959
2020-03-08,0.1319796954314721
2020-03-15,0.39086294416243655
2020-03-22,0.4365482233502538
2020-03-29,0.5786802030456852
2020-04-05,0.3248730964467005
2020-04-12,0.5431472081218274
2020-04-19,0.20812182741116753
2020-04-26,0.233502538071066
2020-05-03,0.5482233502538071
2020-05-10,0.20304568527918782
2020-05-17,0.5076142131979695
