,geoName,les mathématiques
3,Brittany,72.61904761904762
5,Centre-Val de Loire,65.47619047619048
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,73.80952380952381
21,Île-de-France,90.47619047619048
22,Grand-est,73.80952380952381
23,Hauts-de-france,79.16666666666666
24,Normandie,98.21428571428571
25,Bourgogne-Franche-Comté,91.66666666666666
26,Nouvelle-Aquitaine,73.01587301587303
27,Occitanie,68.45238095238095
28,Auvergne-Rhône-Alpes,51.19047619047619
