date,aide psychologique
2018-01-07,0.2032520325203252
2018-01-14,0.1951219512195122
2018-01-21,0.6422764227642277
2018-01-28,0.5934959349593496
2018-02-04,0.7723577235772358
2018-02-11,0.5853658536585366
2018-02-18,0.2032520325203252
2018-02-25,0.7560975609756098
2018-03-04,0.1951219512195122
2018-03-11,0.3902439024390244
2018-03-18,0.5934959349593496
2018-03-25,0.8130081300813008
2018-04-01,0.6178861788617886
2018-04-08,0.2764227642276423
2018-04-15,0.22764227642276422
2018-04-22,0.3983739837398374
2018-04-29,0.0
2018-05-06,0.21951219512195122
2018-05-13,0.2032520325203252
2018-05-20,0.21138211382113822
2018-05-27,0.21138211382113822
2018-06-03,0.2764227642276423
2018-06-10,0.5934959349593496
2018-06-17,0.42276422764227645
2018-06-24,0.6341463414634146
2018-07-01,0.2032520325203252
2018-07-08,0.21138211382113822
2018-07-15,0.43902439024390244
2018-07-22,0.0
2018-07-29,0.22764227642276422
2018-08-05,0.7723577235772358
2018-08-12,0.23577235772357724
2018-08-19,0.22764227642276422
2018-08-26,0.42276422764227645
2018-09-02,0.21138211382113822
2018-09-09,0.21138211382113822
2018-09-16,0.5365853658536586
2018-09-23,0.21138211382113822
2018-09-30,0.21138211382113822
2018-10-07,0.943089430894309
2018-10-14,0.2926829268292683
2018-10-21,0.6341463414634146
2018-10-28,0.21138211382113822
2018-11-04,0.2032520325203252
2018-11-11,0.6178861788617886
2018-11-18,0.2032520325203252
2018-11-25,0.6747967479674797
2018-12-02,0.4065040650406504
2018-12-09,0.9105691056910569
2018-12-16,0.3170731707317073
2018-12-23,0.22764227642276422
2018-12-30,0.21951219512195122
2019-01-06,0.2032520325203252
2019-01-13,0.6016260162601627
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.959349593495935
2019-02-10,0.2032520325203252
2019-02-17,0.6097560975609756
2019-02-24,0.6097560975609756
2019-03-03,0.2926829268292683
2019-03-10,0.1951219512195122
2019-03-17,0.3089430894308943
2019-03-24,0.1951219512195122
2019-03-31,0.18699186991869918
2019-04-07,1.0
2019-04-14,0.1951219512195122
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.18699186991869918
2019-05-12,0.2845528455284553
2019-05-19,0.5772357723577236
2019-05-26,0.2032520325203252
2019-06-02,0.1951219512195122
2019-06-09,0.18699186991869918
2019-06-16,0.1951219512195122
2019-06-23,0.0
2019-06-30,0.3902439024390244
2019-07-07,0.3821138211382114
2019-07-14,0.1951219512195122
2019-07-21,0.1951219512195122
2019-07-28,0.4146341463414634
2019-08-04,0.3089430894308943
2019-08-11,0.0
2019-08-18,0.3983739837398374
2019-08-25,0.5934959349593496
2019-09-01,0.18699186991869918
2019-09-08,0.6341463414634146
2019-09-15,0.5528455284552846
2019-09-22,0.2764227642276423
2019-09-29,0.3821138211382114
2019-10-06,0.18699186991869918
2019-10-13,0.5528455284552846
2019-10-20,0.18699186991869918
2019-10-27,0.17886178861788618
2019-11-03,0.6991869918699187
2019-11-10,0.17886178861788618
2019-11-17,0.34959349593495936
2019-11-24,0.5121951219512195
2019-12-01,0.5203252032520326
2019-12-08,0.5284552845528455
2019-12-15,0.17073170731707318
2019-12-22,0.0
2019-12-29,0.18699186991869918
2020-01-05,0.8536585365853658
2020-01-12,0.34146341463414637
2020-01-19,0.17073170731707318
2020-01-26,0.8292682926829268
2020-02-02,0.16260162601626016
2020-02-09,0.4959349593495935
2020-02-16,0.7560975609756098
2020-02-23,0.3252032520325203
2020-03-01,0.5691056910569106
2020-03-08,0.3252032520325203
2020-03-15,0.5934959349593496
2020-03-22,0.1951219512195122
2020-03-29,0.5040650406504065
2020-04-05,0.4796747967479675
2020-04-12,0.7886178861788617
2020-04-19,0.5853658536585366
2020-04-26,0.4146341463414634
2020-05-03,0.24390243902439024
2020-05-10,0.3008130081300813
2020-05-17,0.0
