,geoName,aide psychologique
3,Brittany,40.816326530612244
5,Centre-Val de Loire,91.83673469387756
7,Corsica,0.0
15,Pays de la Loire,83.6734693877551
18,Provence-Alpes-Côte d'Azur,34.69387755102041
21,Île-de-France,60.204081632653065
22,Grand-est,55.78231292517006
23,Hauts-de-france,64.79591836734694
24,Normandie,100.0
25,Bourgogne-Franche-Comté,40.30612244897959
26,Nouvelle-Aquitaine,37.755102040816325
27,Occitanie,73.46938775510205
28,Auvergne-Rhône-Alpes,55.61224489795919
