,geoName,Make-up
3,Brittany,55.00000000000001
5,Centre-Val de Loire,46.666666666666664
7,Corsica,0.0
15,Pays de la Loire,28.333333333333332
18,Provence-Alpes-Côte d'Azur,48.333333333333336
21,Île-de-France,48.333333333333336
22,Grand-est,53.8888888888889
23,Hauts-de-france,100.0
24,Normandie,64.16666666666667
25,Bourgogne-Franche-Comté,75.83333333333333
26,Nouvelle-Aquitaine,32.22222222222222
27,Occitanie,57.49999999999999
28,Auvergne-Rhône-Alpes,13.333333333333334
