date,Make-up
2018-01-07,0.16753926701570682
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.46596858638743455
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.32460732984293195
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,1.0
2018-04-29,0.4712041884816754
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.49214659685863876
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,0.3507853403141361
2018-07-01,0.17277486910994763
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.18848167539267016
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.17277486910994763
2018-09-09,0.17801047120418848
2018-09-16,0.0
2018-09-23,0.17801047120418848
2018-09-30,0.4973821989528796
2018-10-07,0.0
2018-10-14,0.17801047120418848
2018-10-21,0.0
2018-10-28,0.17277486910994763
2018-11-04,0.16753926701570682
2018-11-11,0.0
2018-11-18,0.16753926701570682
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.5235602094240838
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.16230366492146597
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.49214659685863876
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.1518324607329843
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.15706806282722513
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.8115183246073299
2019-09-01,0.0
2019-09-08,0.15706806282722513
2019-09-15,0.1518324607329843
2019-09-22,0.3036649214659686
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.1518324607329843
2019-10-27,0.29842931937172773
2019-11-03,0.0
2019-11-10,0.41361256544502617
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.14136125654450263
2019-12-08,0.0
2019-12-15,0.4293193717277487
2019-12-22,0.0
2019-12-29,0.4293193717277487
2020-01-05,0.0
2020-01-12,0.2774869109947644
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.387434554973822
2020-03-08,0.13089005235602094
2020-03-15,0.38219895287958117
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.1256544502617801
2020-04-12,0.0
