date,plan jardin
2018-01-07,0.3129251700680272
2018-01-14,0.14965986394557823
2018-01-21,0.14965986394557823
2018-01-28,0.3673469387755102
2018-02-04,0.8367346938775511
2018-02-11,0.3129251700680272
2018-02-18,0.4421768707482993
2018-02-25,0.4421768707482993
2018-03-04,0.4013605442176871
2018-03-11,0.9115646258503401
2018-03-18,0.46258503401360546
2018-03-25,0.47619047619047616
2018-04-01,0.7346938775510204
2018-04-08,0.6802721088435374
2018-04-15,0.5714285714285714
2018-04-22,0.48299319727891155
2018-04-29,0.48299319727891155
2018-05-06,0.8095238095238095
2018-05-13,0.16326530612244897
2018-05-20,0.41496598639455784
2018-05-27,0.48299319727891155
2018-06-03,0.6190476190476191
2018-06-10,0.54421768707483
2018-06-17,0.6054421768707483
2018-06-24,0.6598639455782312
2018-07-01,0.16326530612244897
2018-07-08,0.32653061224489793
2018-07-15,0.4557823129251701
2018-07-22,0.2857142857142857
2018-07-29,0.6054421768707483
2018-08-05,0.9455782312925171
2018-08-12,0.54421768707483
2018-08-19,0.2653061224489796
2018-08-26,0.3333333333333333
2018-09-02,0.16326530612244897
2018-09-09,0.3333333333333333
2018-09-16,0.6054421768707483
2018-09-23,0.32653061224489793
2018-09-30,0.24489795918367346
2018-10-07,0.40816326530612246
2018-10-14,0.17006802721088435
2018-10-21,0.4217687074829932
2018-10-28,0.24489795918367346
2018-11-04,0.3197278911564626
2018-11-11,0.40816326530612246
2018-11-18,0.2585034013605442
2018-11-25,0.3197278911564626
2018-12-02,0.2653061224489796
2018-12-09,0.0
2018-12-16,0.16326530612244897
2018-12-23,0.36054421768707484
2018-12-30,0.22448979591836735
2019-01-06,0.3129251700680272
2019-01-13,0.1564625850340136
2019-01-20,0.47619047619047616
2019-01-27,0.4421768707482993
2019-02-03,0.4557823129251701
2019-02-10,0.30612244897959184
2019-02-17,0.7278911564625851
2019-02-24,0.3945578231292517
2019-03-03,0.5306122448979592
2019-03-10,0.35374149659863946
2019-03-17,0.42857142857142855
2019-03-24,0.7074829931972789
2019-03-31,0.8231292517006803
2019-04-07,0.22448979591836735
2019-04-14,0.6598639455782312
2019-04-21,0.7414965986394558
2019-04-28,0.24489795918367346
2019-05-05,0.3401360544217687
2019-05-12,0.2925170068027211
2019-05-19,0.2925170068027211
2019-05-26,0.46938775510204084
2019-06-02,0.22448979591836735
2019-06-09,0.19047619047619047
2019-06-16,0.5374149659863946
2019-06-23,0.29931972789115646
2019-06-30,0.29931972789115646
2019-07-07,0.2925170068027211
2019-07-14,0.40816326530612246
2019-07-21,0.8367346938775511
2019-07-28,0.7142857142857143
2019-08-04,0.3197278911564626
2019-08-11,0.46938775510204084
2019-08-18,0.3401360544217687
2019-08-25,0.1564625850340136
2019-09-01,0.2857142857142857
2019-09-08,0.14285714285714285
2019-09-15,0.4217687074829932
2019-09-22,0.19047619047619047
2019-09-29,0.43537414965986393
2019-10-06,0.14285714285714285
2019-10-13,0.21768707482993196
2019-10-20,0.2857142857142857
2019-10-27,0.2789115646258503
2019-11-03,0.20408163265306123
2019-11-10,0.41496598639455784
2019-11-17,0.22448979591836735
2019-11-24,0.46938775510204084
2019-12-01,0.2653061224489796
2019-12-08,0.2653061224489796
2019-12-15,0.1360544217687075
2019-12-22,0.29931972789115646
2019-12-29,0.6394557823129252
2020-01-05,0.3401360544217687
2020-01-12,0.32653061224489793
2020-01-19,0.1360544217687075
2020-01-26,0.2585034013605442
2020-02-02,0.19047619047619047
2020-02-09,0.1292517006802721
2020-02-16,0.4489795918367347
2020-02-23,0.6394557823129252
2020-03-01,0.2925170068027211
2020-03-08,0.5714285714285714
2020-03-15,0.3673469387755102
2020-03-22,0.19047619047619047
2020-03-29,0.7142857142857143
2020-04-05,0.5986394557823129
2020-04-12,1.0
2020-04-19,0.6870748299319728
2020-04-26,0.7278911564625851
2020-05-03,0.6598639455782312
2020-05-10,0.23129251700680273
2020-05-17,0.5238095238095238
