,geoName,split climatisation
3,Brittany,0.0
5,Centre-Val de Loire,61.62162162162163
7,Corsica,0.0
15,Pays de la Loire,25.945945945945947
18,Provence-Alpes-Côte d'Azur,91.8918918918919
21,Île-de-France,35.67567567567568
22,Grand-est,33.153153153153156
23,Hauts-de-france,5.9459459459459465
24,Normandie,0.0
25,Bourgogne-Franche-Comté,22.702702702702705
26,Nouvelle-Aquitaine,13.333333333333334
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,66.48648648648648
