date,split climatisation
2018-01-07,0.0
2018-01-14,0.09803921568627451
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.09803921568627451
2018-02-11,0.09803921568627451
2018-02-18,0.09803921568627451
2018-02-25,0.1895424836601307
2018-03-04,0.09803921568627451
2018-03-11,0.0
2018-03-18,0.10457516339869281
2018-03-25,0.1568627450980392
2018-04-01,0.10457516339869281
2018-04-08,0.0
2018-04-15,0.11764705882352941
2018-04-22,0.5032679738562091
2018-04-29,0.1568627450980392
2018-05-06,0.1111111111111111
2018-05-13,0.10457516339869281
2018-05-20,0.10457516339869281
2018-05-27,0.1568627450980392
2018-06-03,0.46405228758169936
2018-06-10,0.10457516339869281
2018-06-17,0.21568627450980393
2018-06-24,0.5359477124183006
2018-07-01,0.20915032679738563
2018-07-08,0.24836601307189543
2018-07-15,0.0
2018-07-22,0.1111111111111111
2018-07-29,0.3006535947712418
2018-08-05,0.8431372549019608
2018-08-12,0.11764705882352941
2018-08-19,0.16993464052287582
2018-08-26,0.38562091503267976
2018-09-02,0.0
2018-09-09,0.10457516339869281
2018-09-16,0.10457516339869281
2018-09-23,0.21568627450980393
2018-09-30,0.0
2018-10-07,0.10457516339869281
2018-10-14,0.1111111111111111
2018-10-21,0.0
2018-10-28,0.10457516339869281
2018-11-04,0.0
2018-11-11,0.10457516339869281
2018-11-18,0.09803921568627451
2018-11-25,0.10457516339869281
2018-12-02,0.10457516339869281
2018-12-09,0.20915032679738563
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.09803921568627451
2019-01-13,0.10457516339869281
2019-01-20,0.09803921568627451
2019-01-27,0.09803921568627451
2019-02-03,0.09803921568627451
2019-02-10,0.0
2019-02-17,0.20915032679738563
2019-02-24,0.10457516339869281
2019-03-03,0.09803921568627451
2019-03-10,0.0
2019-03-17,0.10457516339869281
2019-03-24,0.0
2019-03-31,0.09803921568627451
2019-04-07,0.09803921568627451
2019-04-14,0.09803921568627451
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0915032679738562
2019-05-12,0.09803921568627451
2019-05-19,0.09803921568627451
2019-05-26,0.2549019607843137
2019-06-02,0.09803921568627451
2019-06-09,0.43137254901960786
2019-06-16,0.5163398692810458
2019-06-23,0.8169934640522876
2019-06-30,1.0
2019-07-07,0.4444444444444444
2019-07-14,0.46405228758169936
2019-07-21,0.24836601307189543
2019-07-28,0.47058823529411764
2019-08-04,0.49673202614379086
2019-08-11,0.0
2019-08-18,0.1111111111111111
2019-08-25,0.10457516339869281
2019-09-01,0.0
2019-09-08,0.43790849673202614
2019-09-15,0.33986928104575165
2019-09-22,0.0915032679738562
2019-09-29,0.09803921568627451
2019-10-06,0.1895424836601307
2019-10-13,0.0
2019-10-20,0.1830065359477124
2019-10-27,0.0915032679738562
2019-11-03,0.13071895424836602
2019-11-10,0.17647058823529413
2019-11-17,0.0915032679738562
2019-11-24,0.30718954248366015
2019-12-01,0.08496732026143791
2019-12-08,0.08496732026143791
2019-12-15,0.08496732026143791
2019-12-22,0.09803921568627451
2019-12-29,0.0915032679738562
2020-01-05,0.08496732026143791
2020-01-12,0.0
2020-01-19,0.13071895424836602
2020-01-26,0.16339869281045752
2020-02-02,0.08496732026143791
2020-02-09,0.0
2020-02-16,0.16339869281045752
2020-02-23,0.13725490196078433
2020-03-01,0.0784313725490196
2020-03-08,0.3660130718954248
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0784313725490196
2020-04-05,0.0
2020-04-12,0.0784313725490196
2020-04-19,0.35294117647058826
2020-04-26,0.35294117647058826
2020-05-03,0.1503267973856209
2020-05-10,0.20261437908496732
2020-05-17,0.8431372549019608
