,geoName,Costume sur mesure
3,Brittany,31.182795698924732
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,55.91397849462365
18,Provence-Alpes-Côte d'Azur,78.49462365591397
21,Île-de-France,100.0
22,Grand-est,20.78853046594982
23,Hauts-de-france,63.97849462365591
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,44.44444444444445
27,Occitanie,32.795698924731184
28,Auvergne-Rhône-Alpes,30.64516129032258
