,geoName,Fleuriste Mariage
3,Brittany,52.293577981651374
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,57.798165137614674
18,Provence-Alpes-Côte d'Azur,13.761467889908255
21,Île-de-France,49.54128440366972
22,Grand-est,11.009174311926605
23,Hauts-de-france,20.642201834862384
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,56.42201834862385
28,Auvergne-Rhône-Alpes,24.77064220183486
