,geoName,charcutier traiteur
3,Brittany,86.90476190476191
5,Centre-Val de Loire,76.19047619047619
7,Corsica,0.0
15,Pays de la Loire,64.28571428571429
18,Provence-Alpes-Côte d'Azur,0.0
21,Île-de-France,28.57142857142857
22,Grand-est,0.0
23,Hauts-de-france,0.0
24,Normandie,100.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,44.047619047619044
27,Occitanie,0.0
28,Auvergne-Rhône-Alpes,15.476190476190476
