date,chauffe eau solaire,isPartial
2018-01-07,79,False
2018-01-14,71,False
2018-01-21,83,False
2018-01-28,73,False
2018-02-04,62,False
2018-02-11,70,False
2018-02-18,53,False
2018-02-25,70,False
2018-03-04,75,False
2018-03-11,57,False
2018-03-18,61,False
2018-03-25,74,False
2018-04-01,50,False
2018-04-08,50,False
2018-04-15,79,False
2018-04-22,75,False
2018-04-29,29,False
2018-05-06,75,False
2018-05-13,42,False
2018-05-20,75,False
2018-05-27,68,False
2018-06-03,68,False
2018-06-10,47,False
2018-06-17,72,False
2018-06-24,100,False
2018-07-01,74,False
2018-07-08,53,False
2018-07-15,64,False
2018-07-22,66,False
2018-07-29,73,False
2018-08-05,60,False
2018-08-12,45,False
2018-08-19,49,False
2018-08-26,69,False
2018-09-02,43,False
2018-09-09,57,False
2018-09-16,67,False
2018-09-23,65,False
2018-09-30,77,False
2018-10-07,63,False
2018-10-14,86,False
2018-10-21,65,False
2018-10-28,97,False
2018-11-04,93,False
2018-11-11,60,False
2018-11-18,76,False
2018-11-25,68,False
2018-12-02,99,False
2018-12-09,74,False
2018-12-16,44,False
2018-12-23,68,False
2018-12-30,80,False
2019-01-06,79,False
2019-01-13,73,False
2019-01-20,86,False
2019-01-27,65,False
2019-02-03,57,False
2019-02-10,55,False
2019-02-17,60,False
2019-02-24,67,False
2019-03-03,71,False
2019-03-10,65,False
2019-03-17,80,False
2019-03-24,80,False
2019-03-31,82,False
2019-04-07,88,False
2019-04-14,75,False
2019-04-21,79,False
2019-04-28,73,False
2019-05-05,76,False
2019-05-12,79,False
2019-05-19,71,False
2019-05-26,54,False
2019-06-02,56,False
2019-06-09,63,False
2019-06-16,72,False
2019-06-23,74,False
2019-06-30,76,False
2019-07-07,70,False
2019-07-14,53,False
2019-07-21,56,False
2019-07-28,68,False
2019-08-04,62,False
2019-08-11,75,False
2019-08-18,69,False
2019-08-25,60,False
2019-09-01,76,False
2019-09-08,65,False
2019-09-15,53,False
2019-09-22,67,False
2019-09-29,80,False
2019-10-06,50,False
2019-10-13,48,False
2019-10-20,79,False
2019-10-27,50,False
2019-11-03,63,False
2019-11-10,58,False
2019-11-17,81,False
2019-11-24,83,False
2019-12-01,75,False
2019-12-08,59,False
2019-12-15,49,False
2019-12-22,31,False
2019-12-29,63,False
2020-01-05,66,False
2020-01-12,54,False
2020-01-19,64,False
2020-01-26,62,False
2020-02-02,65,False
2020-02-09,71,False
2020-02-16,62,False
2020-02-23,53,False
2020-03-01,47,False
2020-03-08,58,False
2020-03-15,33,False
2020-03-22,78,False
2020-03-29,72,False
2020-04-05,84,False
2020-04-12,61,False
2020-04-19,62,False
2020-04-26,67,False
2020-05-03,83,False
2020-05-10,66,False
2020-05-17,96,True
