,geoName,chauffe eau solaire
3,Brittany,59.50413223140496
5,Centre-Val de Loire,57.02479338842975
7,Corsica,0.0
15,Pays de la Loire,74.3801652892562
18,Provence-Alpes-Côte d'Azur,66.94214876033058
21,Île-de-France,26.033057851239665
22,Grand-est,47.933884297520656
23,Hauts-de-france,40.90909090909091
24,Normandie,53.92561983471074
25,Bourgogne-Franche-Comté,83.05785123966942
26,Nouvelle-Aquitaine,100.0
27,Occitanie,65.08264462809917
28,Auvergne-Rhône-Alpes,58.26446280991735
