,geoName,maquillage naturel
3,Brittany,82.63473053892216
5,Centre-Val de Loire,26.34730538922156
7,Corsica,0.0
15,Pays de la Loire,57.48502994011976
18,Provence-Alpes-Côte d'Azur,63.47305389221557
21,Île-de-France,53.89221556886228
22,Grand-est,32.734530938123754
23,Hauts-de-france,28.143712574850298
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,43.912175648702586
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,28.74251497005988
