ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Coach de développement personnel,Grand-Est,2019,0,0.1178550383,0
Coach de développement personnel,Grand-Est,2019,1,0.09369475545,0
Coach de développement personnel,Grand-Est,2019,2,0.07259870359,0
Coach de développement personnel,Grand-Est,2019,3,0.1225692398,0
Coach de développement personnel,Grand-Est,2019,4,0.0901591043,0
Coach de développement personnel,Grand-Est,2019,5,0.07307012375,0
Coach de développement personnel,Grand-Est,2019,6,0.09487330583,0
Coach de développement personnel,Grand-Est,2019,7,0.05303476724,0
Coach de développement personnel,Grand-Est,2019,8,0.09051266942,0
Coach de développement personnel,Grand-Est,2019,9,0.05598114319,0
Coach de développement personnel,Grand-Est,2019,10,0.07955215085,0
Coach de développement personnel,Grand-Est,2019,11,0.05609899823,0
Coach de développement personnel,Grand-Est,2020,0,0.1080019637,0
Coach de développement personnel,Grand-Est,2020,1,0.3313696613,0
Coach de développement personnel,Grand-Est,2020,2,0.2513500245,0
Coach de développement personnel,Grand-Est,2020,3,0.3092783505,0
Coach de développement personnel,Grand-Est,2020,4,0,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,0,0.1203943116,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,1,0.08807369101,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,2,0.07821590175,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,3,0.09453781513,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,4,0.04363283775,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,5,0.06658047835,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,6,0.01616031028,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,7,0.1195862961,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,8,0.07756948933,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,9,0.09211376858,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,10,0.1268584357,0
Coach de développement personnel,Nouvelle-Aquitaine,2019,11,0.07627666451,0
Coach de développement personnel,Nouvelle-Aquitaine,2020,0,0.2351598174,0
Coach de développement personnel,Nouvelle-Aquitaine,2020,1,0.198630137,0
Coach de développement personnel,Nouvelle-Aquitaine,2020,2,0.1826484018,0
Coach de développement personnel,Nouvelle-Aquitaine,2020,3,0.200913242,0
Coach de développement personnel,Nouvelle-Aquitaine,2020,4,0.1826484018,0
Coach de développement personnel,Bretagne,2019,0,0.09403761505,0
Coach de développement personnel,Bretagne,2019,1,0.03201280512,0
Coach de développement personnel,Bretagne,2019,2,0.02641056423,0
Coach de développement personnel,Bretagne,2019,3,0.03401360544,0
Coach de développement personnel,Bretagne,2019,4,0.1280512205,0
Coach de développement personnel,Bretagne,2019,5,0.07523009204,0
Coach de développement personnel,Bretagne,2019,6,0.09403761505,0
Coach de développement personnel,Bretagne,2019,7,0.119047619,0
Coach de développement personnel,Bretagne,2019,8,0.04721888756,0
Coach de développement personnel,Bretagne,2019,9,0.1160464186,0
Coach de développement personnel,Bretagne,2019,10,0.1410564226,0
Coach de développement personnel,Bretagne,2019,11,0.09283713485,0
Coach de développement personnel,Bretagne,2020,0,0.2604593929,0
Coach de développement personnel,Bretagne,2020,1,0.334290402,0
Coach de développement personnel,Bretagne,2020,2,0.1345365053,0
Coach de développement personnel,Bretagne,2020,3,0.2707136998,0
Coach de développement personnel,Bretagne,2020,4,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,0,0.2913175933,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,1,0.09710586443,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,2,0.08225437928,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,3,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,4,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,5,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,6,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,7,0.1047220107,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,8,0.1523229246,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,9,0.09329779132,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,10,0.1789794364,0
Coach de développement personnel,Bourgogne-Franche-Comté,2019,11,0,0
Coach de développement personnel,Bourgogne-Franche-Comté,2020,0,0.1518151815,0
Coach de développement personnel,Bourgogne-Franche-Comté,2020,1,0.2227722772,0
Coach de développement personnel,Bourgogne-Franche-Comté,2020,2,0.2178217822,0
Coach de développement personnel,Bourgogne-Franche-Comté,2020,3,0.1897689769,0
Coach de développement personnel,Bourgogne-Franche-Comté,2020,4,0.2178217822,0
Coach de développement personnel,Centre-Val de Loire,2019,0,0,0
Coach de développement personnel,Centre-Val de Loire,2019,1,0.141373341,0
Coach de développement personnel,Centre-Val de Loire,2019,2,0.1500288517,0
Coach de développement personnel,Centre-Val de Loire,2019,3,0.04904789383,0
Coach de développement personnel,Centre-Val de Loire,2019,4,0.04520100019,0
Coach de développement personnel,Centre-Val de Loire,2019,5,0.07232160031,0
Coach de développement personnel,Centre-Val de Loire,2019,6,0.141373341,0
Coach de développement personnel,Centre-Val de Loire,2019,7,0,0
