date,Maler,isPartial
2018-01-07,62,False
2018-01-14,65,False
2018-01-21,64,False
2018-01-28,72,False
2018-02-04,63,False
2018-02-11,72,False
2018-02-18,80,False
2018-02-25,78,False
2018-03-04,80,False
2018-03-11,75,False
2018-03-18,72,False
2018-03-25,63,False
2018-04-01,71,False
2018-04-08,76,False
2018-04-15,83,False
2018-04-22,61,False
2018-04-29,44,False
2018-05-06,50,False
2018-05-13,64,False
2018-05-20,60,False
2018-05-27,59,False
2018-06-03,81,False
2018-06-10,96,False
2018-06-17,48,False
2018-06-24,59,False
2018-07-01,74,False
2018-07-08,69,False
2018-07-15,53,False
2018-07-22,63,False
2018-07-29,55,False
2018-08-05,73,False
2018-08-12,75,False
2018-08-19,67,False
2018-08-26,66,False
2018-09-02,70,False
2018-09-09,72,False
2018-09-16,62,False
2018-09-23,61,False
2018-09-30,72,False
2018-10-07,85,False
2018-10-14,99,False
2018-10-21,70,False
2018-10-28,60,False
2018-11-04,82,False
2018-11-11,64,False
2018-11-18,79,False
2018-11-25,46,False
2018-12-02,55,False
2018-12-09,55,False
2018-12-16,71,False
2018-12-23,38,False
2018-12-30,46,False
2019-01-06,88,False
2019-01-13,100,False
2019-01-20,60,False
2019-01-27,64,False
2019-02-03,78,False
2019-02-10,75,False
2019-02-17,75,False
2019-02-24,62,False
2019-03-03,64,False
2019-03-10,97,False
2019-03-17,62,False
2019-03-24,60,False
2019-03-31,84,False
2019-04-07,73,False
2019-04-14,73,False
2019-04-21,49,False
2019-04-28,65,False
2019-05-05,68,False
2019-05-12,76,False
2019-05-19,65,False
2019-05-26,65,False
2019-06-02,57,False
2019-06-09,71,False
2019-06-16,61,False
2019-06-23,71,False
2019-06-30,77,False
2019-07-07,75,False
2019-07-14,64,False
2019-07-21,65,False
2019-07-28,82,False
2019-08-04,57,False
2019-08-11,76,False
2019-08-18,71,False
2019-08-25,70,False
2019-09-01,72,False
2019-09-08,62,False
2019-09-15,69,False
2019-09-22,78,False
2019-09-29,68,False
2019-10-06,61,False
2019-10-13,63,False
2019-10-20,66,False
2019-10-27,55,False
2019-11-03,80,False
2019-11-10,60,False
2019-11-17,64,False
2019-11-24,76,False
2019-12-01,86,False
2019-12-08,75,False
2019-12-15,59,False
2019-12-22,55,False
2019-12-29,70,False
2020-01-05,72,False
2020-01-12,77,False
2020-01-19,62,False
2020-01-26,72,False
2020-02-02,64,False
2020-02-09,84,False
2020-02-16,67,False
2020-02-23,62,False
2020-03-01,75,False
2020-03-08,78,False
2020-03-15,58,False
2020-03-22,55,False
2020-03-29,50,False
2020-04-05,74,False
2020-04-12,66,False
2020-04-19,53,False
2020-04-26,63,False
2020-05-03,68,False
2020-05-10,83,False
2020-05-17,83,True
