date,Maler,isPartial
2018-01-07,90,False
2018-01-14,82,False
2018-01-21,99,False
2018-01-28,96,False
2018-02-04,89,False
2018-02-11,84,False
2018-02-18,97,False
2018-02-25,92,False
2018-03-04,90,False
2018-03-11,90,False
2018-03-18,83,False
2018-03-25,78,False
2018-04-01,83,False
2018-04-08,84,False
2018-04-15,82,False
2018-04-22,84,False
2018-04-29,76,False
2018-05-06,75,False
2018-05-13,80,False
2018-05-20,93,False
2018-05-27,80,False
2018-06-03,82,False
2018-06-10,92,False
2018-06-17,89,False
2018-06-24,85,False
2018-07-01,79,False
2018-07-08,78,False
2018-07-15,88,False
2018-07-22,83,False
2018-07-29,79,False
2018-08-05,75,False
2018-08-12,89,False
2018-08-19,84,False
2018-08-26,77,False
2018-09-02,83,False
2018-09-09,85,False
2018-09-16,77,False
2018-09-23,74,False
2018-09-30,91,False
2018-10-07,85,False
2018-10-14,98,False
2018-10-21,97,False
2018-10-28,98,False
2018-11-04,91,False
2018-11-11,82,False
2018-11-18,83,False
2018-11-25,78,False
2018-12-02,73,False
2018-12-09,80,False
2018-12-16,79,False
2018-12-23,65,False
2018-12-30,72,False
2019-01-06,92,False
2019-01-13,85,False
2019-01-20,91,False
2019-01-27,92,False
2019-02-03,89,False
2019-02-10,93,False
2019-02-17,95,False
2019-02-24,90,False
2019-03-03,96,False
2019-03-10,88,False
2019-03-17,94,False
2019-03-24,84,False
2019-03-31,86,False
2019-04-07,88,False
2019-04-14,89,False
2019-04-21,83,False
2019-04-28,83,False
2019-05-05,78,False
2019-05-12,99,False
2019-05-19,85,False
2019-05-26,71,False
2019-06-02,81,False
2019-06-09,77,False
2019-06-16,78,False
2019-06-23,80,False
2019-06-30,90,False
2019-07-07,78,False
2019-07-14,96,False
2019-07-21,72,False
2019-07-28,78,False
2019-08-04,72,False
2019-08-11,93,False
2019-08-18,76,False
2019-08-25,82,False
2019-09-01,87,False
2019-09-08,89,False
2019-09-15,90,False
2019-09-22,87,False
2019-09-29,90,False
2019-10-06,87,False
2019-10-13,86,False
2019-10-20,90,False
2019-10-27,92,False
2019-11-03,100,False
2019-11-10,98,False
2019-11-17,88,False
2019-11-24,77,False
2019-12-01,75,False
2019-12-08,78,False
2019-12-15,75,False
2019-12-22,63,False
2019-12-29,62,False
2020-01-05,89,False
2020-01-12,95,False
2020-01-19,92,False
2020-01-26,94,False
2020-02-02,90,False
2020-02-09,97,False
2020-02-16,91,False
2020-02-23,88,False
2020-03-01,86,False
2020-03-08,83,False
2020-03-15,63,False
2020-03-22,78,False
2020-03-29,80,False
2020-04-05,80,False
2020-04-12,86,False
2020-04-19,73,False
2020-04-26,85,False
2020-05-03,87,False
2020-05-10,95,False
2020-05-17,74,True
