date,Maler,isPartial
2018-01-07,81,False
2018-01-14,74,False
2018-01-21,81,False
2018-01-28,81,False
2018-02-04,86,False
2018-02-11,79,False
2018-02-18,79,False
2018-02-25,80,False
2018-03-04,82,False
2018-03-11,80,False
2018-03-18,80,False
2018-03-25,82,False
2018-04-01,100,False
2018-04-08,96,False
2018-04-15,83,False
2018-04-22,76,False
2018-04-29,71,False
2018-05-06,78,False
2018-05-13,79,False
2018-05-20,73,False
2018-05-27,81,False
2018-06-03,66,False
2018-06-10,92,False
2018-06-17,74,False
2018-06-24,73,False
2018-07-01,71,False
2018-07-08,68,False
2018-07-15,77,False
2018-07-22,71,False
2018-07-29,73,False
2018-08-05,73,False
2018-08-12,74,False
2018-08-19,75,False
2018-08-26,72,False
2018-09-02,80,False
2018-09-09,76,False
2018-09-16,85,False
2018-09-23,74,False
2018-09-30,83,False
2018-10-07,79,False
2018-10-14,91,False
2018-10-21,72,False
2018-10-28,80,False
2018-11-04,82,False
2018-11-11,81,False
2018-11-18,75,False
2018-11-25,69,False
2018-12-02,70,False
2018-12-09,57,False
2018-12-16,78,False
2018-12-23,58,False
2018-12-30,65,False
2019-01-06,81,False
2019-01-13,79,False
2019-01-20,87,False
2019-01-27,96,False
2019-02-03,82,False
2019-02-10,80,False
2019-02-17,89,False
2019-02-24,82,False
2019-03-03,77,False
2019-03-10,91,False
2019-03-17,79,False
2019-03-24,78,False
2019-03-31,80,False
2019-04-07,96,False
2019-04-14,66,False
2019-04-21,87,False
2019-04-28,72,False
2019-05-05,72,False
2019-05-12,80,False
2019-05-19,79,False
2019-05-26,59,False
2019-06-02,72,False
2019-06-09,68,False
2019-06-16,74,False
2019-06-23,73,False
2019-06-30,78,False
2019-07-07,74,False
2019-07-14,85,False
2019-07-21,68,False
2019-07-28,66,False
2019-08-04,70,False
2019-08-11,76,False
2019-08-18,75,False
2019-08-25,79,False
2019-09-01,72,False
2019-09-08,78,False
2019-09-15,69,False
2019-09-22,73,False
2019-09-29,70,False
2019-10-06,75,False
2019-10-13,70,False
2019-10-20,80,False
2019-10-27,69,False
2019-11-03,73,False
2019-11-10,85,False
2019-11-17,79,False
2019-11-24,73,False
2019-12-01,73,False
2019-12-08,70,False
2019-12-15,75,False
2019-12-22,65,False
2019-12-29,58,False
2020-01-05,85,False
2020-01-12,82,False
2020-01-19,81,False
2020-01-26,83,False
2020-02-02,82,False
2020-02-09,72,False
2020-02-16,82,False
2020-02-23,71,False
2020-03-01,89,False
2020-03-08,64,False
2020-03-15,61,False
2020-03-22,62,False
2020-03-29,78,False
2020-04-05,69,False
2020-04-12,79,False
2020-04-19,79,False
2020-04-26,80,False
2020-05-03,81,False
2020-05-10,81,False
2020-05-17,77,True
