date,Maler,isPartial
2018-01-07,79,False
2018-01-14,87,False
2018-01-21,83,False
2018-01-28,99,False
2018-02-04,82,False
2018-02-11,81,False
2018-02-18,89,False
2018-02-25,94,False
2018-03-04,98,False
2018-03-11,90,False
2018-03-18,86,False
2018-03-25,87,False
2018-04-01,75,False
2018-04-08,97,False
2018-04-15,77,False
2018-04-22,85,False
2018-04-29,66,False
2018-05-06,71,False
2018-05-13,69,False
2018-05-20,77,False
2018-05-27,72,False
2018-06-03,87,False
2018-06-10,86,False
2018-06-17,67,False
2018-06-24,77,False
2018-07-01,62,False
2018-07-08,81,False
2018-07-15,80,False
2018-07-22,68,False
2018-07-29,80,False
2018-08-05,78,False
2018-08-12,88,False
2018-08-19,77,False
2018-08-26,89,False
2018-09-02,79,False
2018-09-09,92,False
2018-09-16,75,False
2018-09-23,77,False
2018-09-30,84,False
2018-10-07,88,False
2018-10-14,91,False
2018-10-21,87,False
2018-10-28,75,False
2018-11-04,77,False
2018-11-11,81,False
2018-11-18,91,False
2018-11-25,72,False
2018-12-02,79,False
2018-12-09,63,False
2018-12-16,77,False
2018-12-23,54,False
2018-12-30,63,False
2019-01-06,78,False
2019-01-13,71,False
2019-01-20,85,False
2019-01-27,70,False
2019-02-03,96,False
2019-02-10,99,False
2019-02-17,95,False
2019-02-24,93,False
2019-03-03,73,False
2019-03-10,88,False
2019-03-17,93,False
2019-03-24,93,False
2019-03-31,88,False
2019-04-07,91,False
2019-04-14,68,False
2019-04-21,80,False
2019-04-28,81,False
2019-05-05,78,False
2019-05-12,83,False
2019-05-19,81,False
2019-05-26,72,False
2019-06-02,82,False
2019-06-09,74,False
2019-06-16,67,False
2019-06-23,66,False
2019-06-30,78,False
2019-07-07,74,False
2019-07-14,82,False
2019-07-21,69,False
2019-07-28,63,False
2019-08-04,66,False
2019-08-11,77,False
2019-08-18,88,False
2019-08-25,81,False
2019-09-01,74,False
2019-09-08,89,False
2019-09-15,80,False
2019-09-22,87,False
2019-09-29,88,False
2019-10-06,89,False
2019-10-13,74,False
2019-10-20,81,False
2019-10-27,62,False
2019-11-03,83,False
2019-11-10,86,False
2019-11-17,75,False
2019-11-24,74,False
2019-12-01,91,False
2019-12-08,77,False
2019-12-15,68,False
2019-12-22,53,False
2019-12-29,64,False
2020-01-05,87,False
2020-01-12,93,False
2020-01-19,84,False
2020-01-26,100,False
2020-02-02,84,False
2020-02-09,86,False
2020-02-16,90,False
2020-02-23,75,False
2020-03-01,83,False
2020-03-08,63,False
2020-03-15,54,False
2020-03-22,70,False
2020-03-29,77,False
2020-04-05,74,False
2020-04-12,72,False
2020-04-19,74,False
2020-04-26,71,False
2020-05-03,71,False
2020-05-10,78,False
2020-05-17,70,True
