date,Maler,isPartial
2018-01-07,75,False
2018-01-14,74,False
2018-01-21,82,False
2018-01-28,77,False
2018-02-04,84,False
2018-02-11,80,False
2018-02-18,77,False
2018-02-25,72,False
2018-03-04,72,False
2018-03-11,67,False
2018-03-18,88,False
2018-03-25,83,False
2018-04-01,84,False
2018-04-08,78,False
2018-04-15,52,False
2018-04-22,77,False
2018-04-29,94,False
2018-05-06,78,False
2018-05-13,61,False
2018-05-20,63,False
2018-05-27,70,False
2018-06-03,72,False
2018-06-10,56,False
2018-06-17,61,False
2018-06-24,77,False
2018-07-01,62,False
2018-07-08,69,False
2018-07-15,76,False
2018-07-22,48,False
2018-07-29,51,False
2018-08-05,76,False
2018-08-12,65,False
2018-08-19,76,False
2018-08-26,77,False
2018-09-02,65,False
2018-09-09,67,False
2018-09-16,91,False
2018-09-23,77,False
2018-09-30,80,False
2018-10-07,71,False
2018-10-14,75,False
2018-10-21,100,False
2018-10-28,68,False
2018-11-04,80,False
2018-11-11,67,False
2018-11-18,83,False
2018-11-25,83,False
2018-12-02,59,False
2018-12-09,75,False
2018-12-16,68,False
2018-12-23,61,False
2018-12-30,45,False
2019-01-06,76,False
2019-01-13,69,False
2019-01-20,73,False
2019-01-27,77,False
2019-02-03,79,False
2019-02-10,76,False
2019-02-17,77,False
2019-02-24,71,False
2019-03-03,68,False
2019-03-10,57,False
2019-03-17,76,False
2019-03-24,77,False
2019-03-31,62,False
2019-04-07,67,False
2019-04-14,60,False
2019-04-21,69,False
2019-04-28,72,False
2019-05-05,63,False
2019-05-12,74,False
2019-05-19,72,False
2019-05-26,55,False
2019-06-02,59,False
2019-06-09,58,False
2019-06-16,38,False
2019-06-23,64,False
2019-06-30,68,False
2019-07-07,80,False
2019-07-14,47,False
2019-07-21,63,False
2019-07-28,65,False
2019-08-04,71,False
2019-08-11,65,False
2019-08-18,65,False
2019-08-25,65,False
2019-09-01,87,False
2019-09-08,51,False
2019-09-15,65,False
2019-09-22,68,False
2019-09-29,63,False
2019-10-06,64,False
2019-10-13,76,False
2019-10-20,59,False
2019-10-27,77,False
2019-11-03,79,False
2019-11-10,69,False
2019-11-17,75,False
2019-11-24,72,False
2019-12-01,73,False
2019-12-08,71,False
2019-12-15,63,False
2019-12-22,72,False
2019-12-29,63,False
2020-01-05,64,False
2020-01-12,87,False
2020-01-19,100,False
2020-01-26,76,False
2020-02-02,82,False
2020-02-09,78,False
2020-02-16,66,False
2020-02-23,64,False
2020-03-01,57,False
2020-03-08,61,False
2020-03-15,46,False
2020-03-22,62,False
2020-03-29,59,False
2020-04-05,69,False
2020-04-12,76,False
2020-04-19,55,False
2020-04-26,77,False
2020-05-03,95,False
2020-05-10,78,False
2020-05-17,57,True
