date,climatiseur mural
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.11038961038961038
2018-03-11,0.0
2018-03-18,0.11688311688311688
2018-03-25,0.11688311688311688
2018-04-01,0.0
2018-04-08,0.11688311688311688
2018-04-15,0.0
2018-04-22,0.564935064935065
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.11688311688311688
2018-05-20,0.12337662337662338
2018-05-27,0.11688311688311688
2018-06-03,0.11688311688311688
2018-06-10,0.4935064935064935
2018-06-17,0.24675324675324675
2018-06-24,0.12337662337662338
2018-07-01,0.23376623376623376
2018-07-08,0.12337662337662338
2018-07-15,0.12987012987012986
2018-07-22,0.4805194805194805
2018-07-29,1.0
2018-08-05,0.43506493506493504
2018-08-12,0.13636363636363635
2018-08-19,0.12987012987012986
2018-08-26,0.12337662337662338
2018-09-02,0.0
2018-09-09,0.33766233766233766
2018-09-16,0.0
2018-09-23,0.461038961038961
2018-09-30,0.0
2018-10-07,0.12337662337662338
2018-10-14,0.12337662337662338
2018-10-21,0.34415584415584416
2018-10-28,0.12337662337662338
2018-11-04,0.0
2018-11-11,0.11688311688311688
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.12337662337662338
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.11038961038961038
2019-01-27,0.11038961038961038
2019-02-03,0.11038961038961038
2019-02-10,0.0
2019-02-17,0.24025974025974026
2019-02-24,0.11688311688311688
2019-03-03,0.0
2019-03-10,0.11038961038961038
2019-03-17,0.12337662337662338
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.21428571428571427
2019-04-14,0.0
2019-04-21,0.45454545454545453
2019-04-28,0.11038961038961038
2019-05-05,0.11038961038961038
2019-05-12,0.11038961038961038
2019-05-19,0.16233766233766234
2019-05-26,0.11688311688311688
2019-06-02,0.11038961038961038
2019-06-09,0.0
2019-06-16,0.44155844155844154
2019-06-23,0.7402597402597403
2019-06-30,0.22727272727272727
2019-07-07,0.11038961038961038
2019-07-14,0.22727272727272727
2019-07-21,0.9155844155844156
2019-07-28,0.11688311688311688
2019-08-04,0.11688311688311688
2019-08-11,0.0
2019-08-18,0.12337662337662338
2019-08-25,0.0
2019-09-01,0.1038961038961039
2019-09-08,0.16233766233766234
2019-09-15,0.1038961038961039
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.2987012987012987
2019-10-13,0.0
2019-10-20,0.1038961038961039
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.09740259740259741
2019-12-08,0.0
2019-12-15,0.09740259740259741
2019-12-22,0.0
2019-12-29,0.1038961038961039
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.14935064935064934
2020-01-26,0.2727272727272727
2020-02-02,0.2727272727272727
2020-02-09,0.37012987012987014
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.09090909090909091
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.08441558441558442
2020-04-05,0.22727272727272727
2020-04-12,0.08441558441558442
2020-04-19,0.22727272727272727
2020-04-26,0.08441558441558442
2020-05-03,0.12337662337662338
2020-05-10,0.3181818181818182
2020-05-17,0.0
