,geoName,means
0,Brittany,34
1,Centre-Val de Loire,66
2,Corsica,0
3,Pays de la Loire,32
4,Provence-Alpes-Côte d'Azur,100
5,Île-de-France,100
6,Grand-est,57
7,Hauts-de-france,64
8,Normandie,59
9,Bourgogne-Franche-Comté,58
10,Nouvelle-Aquitaine,59
11,Occitanie,61
12,Auvergne-Rhône-Alpes,66
