,date,means
0,2018-01-07,65.0
1,2018-01-14,89.0
2,2018-01-21,87.0
3,2018-01-28,73.0
4,2018-02-04,52.0
5,2018-02-11,66.0
6,2018-02-18,54.0
7,2018-02-25,48.0
8,2018-03-04,49.0
9,2018-03-11,73.0
10,2018-03-18,72.0
11,2018-03-25,75.0
12,2018-04-01,100.0
13,2018-04-08,67.0
14,2018-04-15,40.0
15,2018-04-22,38.0
16,2018-04-29,51.0
17,2018-05-06,57.0
18,2018-05-13,70.0
19,2018-05-20,67.0
20,2018-05-27,39.0
21,2018-06-03,55.0
22,2018-06-10,60.0
23,2018-06-17,44.0
24,2018-06-24,52.0
25,2018-07-01,43.0
26,2018-07-08,39.0
27,2018-07-15,21.0
28,2018-07-22,33.0
29,2018-07-29,34.0
30,2018-08-05,26.0
31,2018-08-12,24.0
32,2018-08-19,47.0
33,2018-08-26,52.0
34,2018-09-02,83.0
35,2018-09-09,84.0
36,2018-09-16,86.0
37,2018-09-23,80.0
38,2018-09-30,67.0
39,2018-10-07,76.0
40,2018-10-14,69.0
41,2018-10-21,50.0
42,2018-10-28,64.0
43,2018-11-04,66.0
44,2018-11-11,62.0
45,2018-11-18,56.0
46,2018-11-25,60.0
47,2018-12-02,67.0
48,2018-12-09,55.0
49,2018-12-16,52.0
50,2018-12-23,41.0
51,2018-12-30,53.0
52,2019-01-06,65.0
53,2019-01-13,70.0
54,2019-01-20,55.0
55,2019-01-27,44.0
56,2019-02-03,77.0
57,2019-02-10,55.0
58,2019-02-17,44.0
59,2019-02-24,38.0
60,2019-03-03,58.0
61,2019-03-10,55.0
62,2019-03-17,50.0
63,2019-03-24,59.0
64,2019-03-31,56.0
65,2019-04-07,61.0
66,2019-04-14,54.0
67,2019-04-21,50.0
68,2019-04-28,56.0
69,2019-05-05,39.0
70,2019-05-12,62.0
71,2019-05-19,59.0
72,2019-05-26,53.0
73,2019-06-02,57.0
74,2019-06-09,56.0
75,2019-06-16,58.0
76,2019-06-23,50.0
77,2019-06-30,60.0
78,2019-07-07,42.0
79,2019-07-14,43.0
80,2019-07-21,34.0
81,2019-07-28,30.0
82,2019-08-04,30.0
83,2019-08-11,30.0
84,2019-08-18,44.0
85,2019-08-25,57.0
86,2019-09-01,73.0
87,2019-09-08,72.0
88,2019-09-15,68.0
89,2019-09-22,65.0
90,2019-09-29,77.0
91,2019-10-06,54.0
92,2019-10-13,69.0
93,2019-10-20,60.0
94,2019-10-27,72.0
95,2019-11-03,63.0
96,2019-11-10,67.0
97,2019-11-17,51.0
98,2019-11-24,58.0
99,2019-12-01,46.0
100,2019-12-08,46.0
101,2019-12-15,57.0
102,2019-12-22,39.0
103,2019-12-29,40.0
104,2020-01-05,62.0
105,2020-01-12,51.0
106,2020-01-19,90.0
107,2020-01-26,74.0
108,2020-02-02,51.0
109,2020-02-09,43.0
110,2020-02-16,38.0
111,2020-02-23,79.0
112,2020-03-01,54.0
113,2020-03-08,42.0
114,2020-03-15,77.0
115,2020-03-22,68.0
116,2020-03-29,89.0
117,2020-04-05,46.0
118,2020-04-12,70.0
119,2020-04-19,56.0
120,2020-04-26,54.0
121,2020-05-03,65.0
122,2020-05-10,51.0
123,2020-05-17,50.0
