,date,means
0,2018-01-07,69.0
1,2018-01-14,82.0
2,2018-01-21,71.0
3,2018-01-28,90.0
4,2018-02-04,70.0
5,2018-02-11,80.0
6,2018-02-18,88.0
7,2018-02-25,87.0
8,2018-03-04,92.0
9,2018-03-11,79.0
10,2018-03-18,84.0
11,2018-03-25,83.0
12,2018-04-01,78.0
13,2018-04-08,88.0
14,2018-04-15,79.0
15,2018-04-22,97.0
16,2018-04-29,94.0
17,2018-05-06,83.0
18,2018-05-13,99.0
19,2018-05-20,99.0
20,2018-05-27,93.0
21,2018-06-03,79.0
22,2018-06-10,100.0
23,2018-06-17,89.0
24,2018-06-24,88.0
25,2018-07-01,72.0
26,2018-07-08,83.0
27,2018-07-15,68.0
28,2018-07-22,69.0
29,2018-07-29,80.0
30,2018-08-05,67.0
31,2018-08-12,87.0
32,2018-08-19,91.0
33,2018-08-26,81.0
34,2018-09-02,64.0
35,2018-09-09,65.0
36,2018-09-16,74.0
37,2018-09-23,79.0
38,2018-09-30,50.0
39,2018-10-07,60.0
40,2018-10-14,85.0
41,2018-10-21,64.0
42,2018-10-28,67.0
43,2018-11-04,57.0
44,2018-11-11,52.0
45,2018-11-18,44.0
46,2018-11-25,56.0
47,2018-12-02,50.0
48,2018-12-09,53.0
49,2018-12-16,46.0
50,2018-12-23,54.0
51,2018-12-30,47.0
52,2019-01-06,73.0
53,2019-01-13,62.0
54,2019-01-20,71.0
55,2019-01-27,58.0
56,2019-02-03,61.0
57,2019-02-10,81.0
58,2019-02-17,76.0
59,2019-02-24,81.0
60,2019-03-03,74.0
61,2019-03-10,74.0
62,2019-03-17,78.0
63,2019-03-24,90.0
64,2019-03-31,85.0
65,2019-04-07,98.0
66,2019-04-14,84.0
67,2019-04-21,87.0
68,2019-04-28,84.0
69,2019-05-05,88.0
70,2019-05-12,93.0
71,2019-05-19,83.0
72,2019-05-26,88.0
73,2019-06-02,97.0
74,2019-06-09,77.0
75,2019-06-16,84.0
76,2019-06-23,65.0
77,2019-06-30,86.0
78,2019-07-07,72.0
79,2019-07-14,78.0
80,2019-07-21,73.0
81,2019-07-28,87.0
82,2019-08-04,73.0
83,2019-08-11,82.0
84,2019-08-18,77.0
85,2019-08-25,62.0
86,2019-09-01,65.0
87,2019-09-08,72.0
88,2019-09-15,97.0
89,2019-09-22,67.0
90,2019-09-29,59.0
91,2019-10-06,62.0
92,2019-10-13,66.0
93,2019-10-20,67.0
94,2019-10-27,77.0
95,2019-11-03,59.0
96,2019-11-10,60.0
97,2019-11-17,53.0
98,2019-11-24,57.0
99,2019-12-01,51.0
100,2019-12-08,45.0
101,2019-12-15,47.0
102,2019-12-22,52.0
103,2019-12-29,52.0
104,2020-01-05,54.0
105,2020-01-12,65.0
106,2020-01-19,63.0
107,2020-01-26,71.0
108,2020-02-02,65.0
109,2020-02-09,77.0
110,2020-02-16,95.0
111,2020-02-23,72.0
112,2020-03-01,72.0
113,2020-03-08,74.0
114,2020-03-15,30.0
115,2020-03-22,37.0
116,2020-03-29,41.0
117,2020-04-05,38.0
118,2020-04-12,49.0
