,date,means
0,2018-01-07,83.0
1,2018-01-14,85.0
2,2018-01-21,71.0
3,2018-01-28,91.0
4,2018-02-04,71.0
5,2018-02-11,67.0
6,2018-02-18,74.0
7,2018-02-25,70.0
8,2018-03-04,79.0
9,2018-03-11,86.0
10,2018-03-18,79.0
11,2018-03-25,81.0
12,2018-04-01,73.0
13,2018-04-08,78.0
14,2018-04-15,78.0
15,2018-04-22,72.0
16,2018-04-29,66.0
17,2018-05-06,45.0
18,2018-05-13,78.0
19,2018-05-20,71.0
20,2018-05-27,91.0
21,2018-06-03,86.0
22,2018-06-10,69.0
23,2018-06-17,75.0
24,2018-06-24,56.0
25,2018-07-01,72.0
26,2018-07-08,43.0
27,2018-07-15,58.0
28,2018-07-22,45.0
29,2018-07-29,56.0
30,2018-08-05,46.0
31,2018-08-12,54.0
32,2018-08-19,53.0
33,2018-08-26,66.0
34,2018-09-02,64.0
35,2018-09-09,65.0
36,2018-09-16,78.0
37,2018-09-23,81.0
38,2018-09-30,80.0
39,2018-10-07,94.0
40,2018-10-14,84.0
41,2018-10-21,72.0
42,2018-10-28,65.0
43,2018-11-04,80.0
44,2018-11-11,82.0
45,2018-11-18,96.0
46,2018-11-25,76.0
47,2018-12-02,64.0
48,2018-12-09,71.0
49,2018-12-16,64.0
50,2018-12-23,39.0
51,2018-12-30,66.0
52,2019-01-06,66.0
53,2019-01-13,83.0
54,2019-01-20,77.0
55,2019-01-27,76.0
56,2019-02-03,72.0
57,2019-02-10,100.0
58,2019-02-17,64.0
59,2019-02-24,80.0
60,2019-03-03,68.0
61,2019-03-10,87.0
62,2019-03-17,97.0
63,2019-03-24,93.0
64,2019-03-31,65.0
65,2019-04-07,70.0
66,2019-04-14,48.0
67,2019-04-21,32.0
68,2019-04-28,75.0
69,2019-05-05,69.0
70,2019-05-12,84.0
71,2019-05-19,62.0
72,2019-05-26,63.0
73,2019-06-02,72.0
74,2019-06-09,74.0
75,2019-06-16,81.0
76,2019-06-23,44.0
77,2019-06-30,65.0
78,2019-07-07,63.0
79,2019-07-14,46.0
80,2019-07-21,58.0
81,2019-07-28,51.0
82,2019-08-04,52.0
83,2019-08-11,56.0
84,2019-08-18,57.0
85,2019-08-25,74.0
86,2019-09-01,72.0
87,2019-09-08,78.0
88,2019-09-15,98.0
89,2019-09-22,67.0
90,2019-09-29,74.0
91,2019-10-06,81.0
92,2019-10-13,96.0
93,2019-10-20,68.0
94,2019-10-27,74.0
95,2019-11-03,81.0
96,2019-11-10,77.0
97,2019-11-17,84.0
98,2019-11-24,68.0
99,2019-12-01,78.0
100,2019-12-08,73.0
101,2019-12-15,79.0
102,2019-12-22,45.0
103,2019-12-29,46.0
104,2020-01-05,96.0
105,2020-01-12,83.0
106,2020-01-19,88.0
107,2020-01-26,91.0
108,2020-02-02,74.0
109,2020-02-09,89.0
110,2020-02-16,83.0
111,2020-02-23,54.0
112,2020-03-01,65.0
113,2020-03-08,71.0
114,2020-03-15,51.0
115,2020-03-22,38.0
116,2020-03-29,52.0
117,2020-04-05,45.0
118,2020-04-12,46.0
119,2020-04-19,52.0
120,2020-04-26,51.0
121,2020-05-03,61.0
122,2020-05-10,64.0
123,2020-05-17,81.0
