,geoName,means
3,Brittany,41.0
5,Centre-Val de Loire,49.0
7,Corsica,6.0
15,Pays de la Loire,50.0
18,Provence-Alpes-Côte d'Azur,41.0
21,Île-de-France,100.0
22,Grand-est,43.0
23,Hauts-de-france,55.0
24,Normandie,39.5
25,Bourgogne-Franche-Comté,28.5
26,Nouvelle-Aquitaine,61.333333333333336
27,Occitanie,39.0
28,Auvergne-Rhône-Alpes,53.0
