,date,means
0,2018-01-07,0
1,2018-01-14,93
2,2018-01-21,47
3,2018-01-28,0
4,2018-02-04,47
5,2018-02-11,48
6,2018-02-18,97
7,2018-02-25,47
8,2018-03-04,48
9,2018-03-11,48
10,2018-03-18,48
11,2018-03-25,73
12,2018-04-01,0
13,2018-04-08,48
14,2018-04-15,52
15,2018-04-22,0
16,2018-04-29,49
17,2018-05-06,51
18,2018-05-13,48
19,2018-05-20,49
20,2018-05-27,0
21,2018-06-03,48
22,2018-06-10,46
23,2018-06-17,49
24,2018-06-24,49
25,2018-07-01,47
26,2018-07-08,0
27,2018-07-15,52
28,2018-07-22,52
29,2018-07-29,53
30,2018-08-05,52
31,2018-08-12,0
32,2018-08-19,52
33,2018-08-26,100
34,2018-09-02,49
35,2018-09-09,48
36,2018-09-16,0
37,2018-09-23,98
38,2018-09-30,49
39,2018-10-07,49
40,2018-10-14,49
41,2018-10-21,49
42,2018-10-28,0
43,2018-11-04,47
44,2018-11-11,47
45,2018-11-18,0
46,2018-11-25,48
47,2018-12-02,0
48,2018-12-09,48
49,2018-12-16,0
50,2018-12-23,55
51,2018-12-30,0
52,2019-01-06,48
53,2019-01-13,71
54,2019-01-20,0
55,2019-01-27,46
56,2019-02-03,69
57,2019-02-10,0
58,2019-02-17,49
59,2019-02-24,48
60,2019-03-03,46
61,2019-03-10,47
62,2019-03-17,49
63,2019-03-24,49
64,2019-03-31,48
65,2019-04-07,0
66,2019-04-14,74
67,2019-04-21,49
68,2019-04-28,47
69,2019-05-05,71
70,2019-05-12,47
71,2019-05-19,93
72,2019-05-26,0
73,2019-06-02,44
74,2019-06-09,45
75,2019-06-16,48
76,2019-06-23,47
77,2019-06-30,0
78,2019-07-07,47
79,2019-07-14,48
80,2019-07-21,50
81,2019-07-28,0
82,2019-08-04,51
83,2019-08-11,0
84,2019-08-18,75
85,2019-08-25,47
86,2019-09-01,0
87,2019-09-08,46
88,2019-09-15,0
89,2019-09-22,0
90,2019-09-29,87
91,2019-10-06,0
92,2019-10-13,44
93,2019-10-20,44
94,2019-10-27,66
95,2019-11-03,86
96,2019-11-10,0
97,2019-11-17,43
98,2019-11-24,84
99,2019-12-01,42
100,2019-12-08,43
101,2019-12-15,43
102,2019-12-22,0
103,2019-12-29,46
104,2020-01-05,83
105,2020-01-12,41
106,2020-01-19,42
107,2020-01-26,0
108,2020-02-02,0
109,2020-02-09,83
110,2020-02-16,0
111,2020-02-23,80
112,2020-03-01,40
113,2020-03-08,0
114,2020-03-15,38
115,2020-03-22,0
116,2020-03-29,36
117,2020-04-05,37
118,2020-04-12,38
119,2020-04-19,37
120,2020-04-26,53
121,2020-05-03,0
122,2020-05-10,37
123,2020-05-17,0
