,geoName,means
0,Brittany,18
1,Centre-Val de Loire,15
2,Corsica,100
3,Pays de la Loire,14
4,Provence-Alpes-Côte d'Azur,38
5,Île-de-France,8
6,Grand-est,20
7,Hauts-de-france,12
8,Normandie,16
9,Bourgogne-Franche-Comté,32
10,Nouvelle-Aquitaine,33
11,Occitanie,54
12,Auvergne-Rhône-Alpes,34
