date,costume
2018-01-07,0.6685714285714286
2018-01-14,0.56
2018-01-21,0.6228571428571429
2018-01-28,0.72
2018-02-04,0.6514285714285715
2018-02-11,0.7428571428571429
2018-02-18,0.7828571428571428
2018-02-25,0.6685714285714286
2018-03-04,0.64
2018-03-11,0.6628571428571428
2018-03-18,0.8285714285714286
2018-03-25,0.6342857142857142
2018-04-01,0.6571428571428571
2018-04-08,0.7714285714285715
2018-04-15,0.6742857142857143
2018-04-22,0.7828571428571428
2018-04-29,0.7142857142857143
2018-05-06,0.7942857142857143
2018-05-13,0.5371428571428571
2018-05-20,0.72
2018-05-27,0.5428571428571428
2018-06-03,0.5885714285714285
2018-06-10,0.5942857142857143
2018-06-17,0.4228571428571429
2018-06-24,0.5828571428571429
2018-07-01,0.49714285714285716
2018-07-08,0.34285714285714286
2018-07-15,0.6171428571428571
2018-07-22,0.6057142857142858
2018-07-29,0.4742857142857143
2018-08-05,0.6171428571428571
2018-08-12,0.5028571428571429
2018-08-19,0.6
2018-08-26,0.5828571428571429
2018-09-02,0.6457142857142857
2018-09-09,0.6114285714285714
2018-09-16,0.6
2018-09-23,0.6342857142857142
2018-09-30,0.7657142857142857
2018-10-07,0.8742857142857143
2018-10-14,0.9371428571428572
2018-10-21,0.9085714285714286
2018-10-28,0.8914285714285715
2018-11-04,0.37142857142857144
2018-11-11,0.6628571428571428
2018-11-18,0.5428571428571428
2018-11-25,0.6628571428571428
2018-12-02,0.49714285714285716
2018-12-09,0.52
2018-12-16,0.72
2018-12-23,0.6742857142857143
2018-12-30,0.45714285714285713
2019-01-06,0.5257142857142857
2019-01-13,0.6628571428571428
2019-01-20,0.44
2019-01-27,0.42857142857142855
2019-02-03,0.5828571428571429
2019-02-10,0.6342857142857142
2019-02-17,0.6114285714285714
2019-02-24,0.6057142857142858
2019-03-03,0.6971428571428572
2019-03-10,0.6628571428571428
2019-03-17,0.6628571428571428
2019-03-24,0.7085714285714285
2019-03-31,0.6285714285714286
2019-04-07,0.5771428571428572
2019-04-14,0.7314285714285714
2019-04-21,0.6342857142857142
2019-04-28,0.8342857142857143
2019-05-05,0.8114285714285714
2019-05-12,0.5657142857142857
2019-05-19,0.6228571428571429
2019-05-26,0.6228571428571429
2019-06-02,0.6628571428571428
2019-06-09,0.7371428571428571
2019-06-16,0.5542857142857143
2019-06-23,0.5314285714285715
2019-06-30,0.5485714285714286
2019-07-07,0.5028571428571429
2019-07-14,0.5314285714285715
2019-07-21,0.56
2019-07-28,0.52
2019-08-04,0.5314285714285715
2019-08-11,0.6342857142857142
2019-08-18,0.6628571428571428
2019-08-25,0.6971428571428572
2019-09-01,0.5942857142857143
2019-09-08,0.7371428571428571
2019-09-15,0.7314285714285714
2019-09-22,0.6685714285714286
2019-09-29,0.6514285714285715
2019-10-06,0.7885714285714286
2019-10-13,0.7942857142857143
2019-10-20,0.9428571428571428
2019-10-27,1.0
2019-11-03,0.5371428571428571
2019-11-10,0.64
2019-11-17,0.5714285714285714
2019-11-24,0.6114285714285714
2019-12-01,0.49714285714285716
2019-12-08,0.6171428571428571
2019-12-15,0.5771428571428572
2019-12-22,0.6857142857142857
2019-12-29,0.4342857142857143
2020-01-05,0.6742857142857143
2020-01-12,0.5942857142857143
2020-01-19,0.5428571428571428
2020-01-26,0.5885714285714285
2020-02-02,0.5314285714285715
2020-02-09,0.6628571428571428
2020-02-16,0.7542857142857143
2020-02-23,0.5657142857142857
2020-03-01,0.56
2020-03-08,0.45714285714285713
2020-03-15,0.24571428571428572
2020-03-22,0.3485714285714286
2020-03-29,0.32571428571428573
2020-04-05,0.3142857142857143
2020-04-12,0.38857142857142857
