,geoName,costume
3,Brittany,67.74193548387096
5,Centre-Val de Loire,82.79569892473118
7,Corsica,100.0
15,Pays de la Loire,75.26881720430107
18,Provence-Alpes-Côte d'Azur,89.24731182795699
21,Île-de-France,92.47311827956989
22,Grand-est,94.98207885304659
23,Hauts-de-france,96.7741935483871
24,Normandie,79.56989247311827
25,Bourgogne-Franche-Comté,86.55913978494624
26,Nouvelle-Aquitaine,74.91039426523298
27,Occitanie,78.49462365591397
28,Auvergne-Rhône-Alpes,73.11827956989248
