ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Affitto location matrimonio,Abruzzo,2019,0,0.029268292682926824,0
Affitto location matrimonio,Abruzzo,2019,1,0.04878048780487804,0
Affitto location matrimonio,Abruzzo,2019,2,0.1024390243902439,0
Affitto location matrimonio,Abruzzo,2019,3,0.05853658536585365,0
Affitto location matrimonio,Abruzzo,2019,4,0.07804878048780484,0
Affitto location matrimonio,Abruzzo,2019,5,0.029268292682926824,0
Affitto location matrimonio,Abruzzo,2019,6,0.08780487804878047,0
Affitto location matrimonio,Abruzzo,2019,7,0.16097560975609754,0
Affitto location matrimonio,Abruzzo,2019,8,0.1902439024390244,0
Affitto location matrimonio,Abruzzo,2019,9,0.1024390243902439,0
Affitto location matrimonio,Abruzzo,2019,10,0.07804878048780484,0
Affitto location matrimonio,Abruzzo,2019,11,0.03414634146341464,0
Affitto location matrimonio,Abruzzo,2020,0,0.33333333333333337,0
Affitto location matrimonio,Abruzzo,2020,1,0.33333333333333337,0
Affitto location matrimonio,Abruzzo,2020,2,0.09803921568627451,0
Affitto location matrimonio,Abruzzo,2020,3,0.09803921568627451,0
Affitto location matrimonio,Abruzzo,2020,4,0.09803921568627451,0
Affitto location matrimonio,Abruzzo,2020,5,0.039215686274509796,0
Affitto location matrimonio,Valle d'Aosta,2019,0,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,1,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,2,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,3,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,4,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,5,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,6,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,7,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,8,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,9,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,10,NA,0
Affitto location matrimonio,Valle d'Aosta,2019,11,NA,0
