Year,ticket_geo_region_name,Style_type,Distribution
2018,Abruzzo,Country chic,NA
2018,Abruzzo,Bucolico,NA
2018,Abruzzo,Originale,NA
2018,Abruzzo,Romantico,NA
2018,Abruzzo,Elegante,NA
2018,Abruzzo,In Spiaggia,NA
2018,Abruzzo,Tradizionale,NA
2018,Valle d'Aosta,Country chic,NA
2018,Valle d'Aosta,Bucolico,NA
2018,Valle d'Aosta,Originale,NA
2018,Valle d'Aosta,Romantico,NA
2018,Valle d'Aosta,Elegante,NA
2018,Valle d'Aosta,In Spiaggia,NA
2018,Valle d'Aosta,Tradizionale,NA
2018,Puglia,Country chic,0.0
2018,Puglia,Bucolico,0.0
2018,Puglia,Originale,0.0
2018,Puglia,Romantico,0.0
2018,Puglia,Elegante,0.5
2018,Puglia,In Spiaggia,0.5
2018,Puglia,Tradizionale,0.0
2018,Basilicata,Country chic,NA
2018,Basilicata,Bucolico,NA
2018,Basilicata,Originale,NA
2018,Basilicata,Romantico,NA
2018,Basilicata,Elegante,NA
2018,Basilicata,In Spiaggia,NA
2018,Basilicata,Tradizionale,NA
2018,Calabria,Country chic,NA
2018,Calabria,Bucolico,NA
2018,Calabria,Originale,NA
2018,Calabria,Romantico,NA
2018,Calabria,Elegante,NA
2018,Calabria,In Spiaggia,NA
2018,Calabria,Tradizionale,NA
2018,Campania,Country chic,0.0
2018,Campania,Bucolico,0.0
2018,Campania,Originale,0.0
2018,Campania,Romantico,0.0
2018,Campania,Elegante,0.61
2018,Campania,In Spiaggia,0.39
2018,Campania,Tradizionale,0.0
2018,Emilia-Romagna,Country chic,0.0
2018,Emilia-Romagna,Bucolico,0.0
2018,Emilia-Romagna,Originale,0.0
2018,Emilia-Romagna,Romantico,0.0
2018,Emilia-Romagna,Elegante,0.58
2018,Emilia-Romagna,In Spiaggia,0.42
2018,Emilia-Romagna,Tradizionale,0.0
2018,Friuli Venezia Giulia,Country chic,NA
2018,Friuli Venezia Giulia,Bucolico,NA
2018,Friuli Venezia Giulia,Originale,NA
2018,Friuli Venezia Giulia,Romantico,NA
2018,Friuli Venezia Giulia,Elegante,NA
2018,Friuli Venezia Giulia,In Spiaggia,NA
2018,Friuli Venezia Giulia,Tradizionale,NA
2018,Italia,Country chic,0.12
2018,Italia,Bucolico,0.02
2018,Italia,Originale,0.14
2018,Italia,Romantico,0.1
2018,Italia,Elegante,0.35
2018,Italia,In Spiaggia,0.23
2018,Italia,Tradizionale,0.04
2018,Lazio,Country chic,0.28
2018,Lazio,Bucolico,0.0
2018,Lazio,Originale,0.0
2018,Lazio,Romantico,0.0
2018,Lazio,Elegante,0.46
2018,Lazio,In Spiaggia,0.27
2018,Lazio,Tradizionale,0.0
2018,Liguria,Country chic,NA
2018,Liguria,Bucolico,NA
2018,Liguria,Originale,NA
2018,Liguria,Romantico,NA
2018,Liguria,Elegante,NA
2018,Liguria,In Spiaggia,NA
2018,Liguria,Tradizionale,NA
2018,Lombardia,Country chic,0.1
2018,Lombardia,Bucolico,0.0
2018,Lombardia,Originale,0.18
2018,Lombardia,Romantico,0.09
2018,Lombardia,Elegante,0.41
2018,Lombardia,In Spiaggia,0.22
2018,Lombardia,Tradizionale,0.0
2018,Marche,Country chic,NA
2018,Marche,Bucolico,NA
2018,Marche,Originale,NA
2018,Marche,Romantico,NA
2018,Marche,Elegante,NA
2018,Marche,In Spiaggia,NA
2018,Marche,Tradizionale,NA
2018,Molise,Country chic,NA
2018,Molise,Bucolico,NA
2018,Molise,Originale,NA
2018,Molise,Romantico,NA
2018,Molise,Elegante,NA
2018,Molise,In Spiaggia,NA
2018,Molise,Tradizionale,NA
2018,Piemonte,Country chic,NA
2018,Piemonte,Bucolico,NA
2018,Piemonte,Originale,NA
2018,Piemonte,Romantico,NA
2018,Piemonte,Elegante,NA
2018,Piemonte,In Spiaggia,NA
2018,Piemonte,Tradizionale,NA
2018,Sardegna,Country chic,NA
2018,Sardegna,Bucolico,NA
2018,Sardegna,Originale,NA
2018,Sardegna,Romantico,NA
2018,Sardegna,Elegante,NA
2018,Sardegna,In Spiaggia,NA
2018,Sardegna,Tradizionale,NA
2018,Sicilia,Country chic,0.0
2018,Sicilia,Bucolico,0.0
2018,Sicilia,Originale,0.0
2018,Sicilia,Romantico,0.0
2018,Sicilia,Elegante,0.61
2018,Sicilia,In Spiaggia,0.39
2018,Sicilia,Tradizionale,0.0
2018,Trentino-Alto Adige,Country chic,NA
2018,Trentino-Alto Adige,Bucolico,NA
2018,Trentino-Alto Adige,Originale,NA
2018,Trentino-Alto Adige,Romantico,NA
2018,Trentino-Alto Adige,Elegante,NA
2018,Trentino-Alto Adige,In Spiaggia,NA
2018,Trentino-Alto Adige,Tradizionale,NA
2018,Toscana,Country chic,NA
2018,Toscana,Bucolico,NA
2018,Toscana,Originale,NA
2018,Toscana,Romantico,NA
2018,Toscana,Elegante,NA
