date,gruppo,isPartial
2018-01-07,91,False
2018-01-14,94,False
2018-01-21,92,False
2018-01-28,82,False
2018-02-04,99,False
2018-02-11,92,False
2018-02-18,79,False
2018-02-25,72,False
2018-03-04,82,False
2018-03-11,92,False
2018-03-18,79,False
2018-03-25,84,False
2018-04-01,81,False
2018-04-08,89,False
2018-04-15,79,False
2018-04-22,78,False
2018-04-29,82,False
2018-05-06,79,False
2018-05-13,92,False
2018-05-20,82,False
2018-05-27,77,False
2018-06-03,84,False
2018-06-10,76,False
2018-06-17,89,False
2018-06-24,87,False
2018-07-01,77,False
2018-07-08,75,False
2018-07-15,83,False
2018-07-22,82,False
2018-07-29,86,False
2018-08-05,73,False
2018-08-12,63,False
2018-08-19,68,False
2018-08-26,72,False
2018-09-02,82,False
2018-09-09,77,False
2018-09-16,84,False
2018-09-23,82,False
2018-09-30,87,False
2018-10-07,74,False
2018-10-14,88,False
2018-10-21,84,False
2018-10-28,87,False
2018-11-04,81,False
2018-11-11,95,False
2018-11-18,79,False
2018-11-25,81,False
2018-12-02,76,False
2018-12-09,81,False
2018-12-16,78,False
2018-12-23,80,False
2018-12-30,99,False
2019-01-06,75,False
2019-01-13,96,False
2019-01-20,92,False
2019-01-27,73,False
2019-02-03,87,False
2019-02-10,81,False
2019-02-17,85,False
2019-02-24,96,False
2019-03-03,88,False
2019-03-10,82,False
2019-03-17,96,False
2019-03-24,78,False
2019-03-31,84,False
2019-04-07,89,False
2019-04-14,74,False
2019-04-21,76,False
2019-04-28,89,False
2019-05-05,92,False
2019-05-12,91,False
2019-05-19,80,False
2019-05-26,91,False
2019-06-02,93,False
2019-06-09,85,False
2019-06-16,84,False
2019-06-23,93,False
2019-06-30,78,False
2019-07-07,90,False
2019-07-14,84,False
2019-07-21,72,False
2019-07-28,81,False
2019-08-04,65,False
2019-08-11,74,False
2019-08-18,70,False
2019-08-25,73,False
2019-09-01,78,False
2019-09-08,89,False
2019-09-15,77,False
2019-09-22,81,False
2019-09-29,84,False
2019-10-06,94,False
2019-10-13,90,False
2019-10-20,85,False
2019-10-27,82,False
2019-11-03,94,False
2019-11-10,95,False
2019-11-17,88,False
2019-11-24,89,False
2019-12-01,79,False
2019-12-08,76,False
2019-12-15,79,False
2019-12-22,69,False
2019-12-29,86,False
2020-01-05,88,False
2020-01-12,93,False
2020-01-19,90,False
2020-01-26,88,False
2020-02-02,79,False
2020-02-09,95,False
2020-02-16,88,False
2020-02-23,68,False
2020-03-01,82,False
2020-03-08,96,False
2020-03-15,100,False
2020-03-22,93,False
2020-03-29,99,False
2020-04-05,87,False
2020-04-12,82,False
2020-04-19,99,False
2020-04-26,88,True
