date,Automazione cancelli,Cronotermostato e termostato,Installazione impianto di domotica,Installazione impianto wifi,Motorizzazione tapparelle
2018-01-01,14.285714285714285,14.285714285714285,0.0,14.285714285714285,0.0
2018-02-01,0.0,14.285714285714285,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,14.285714285714285
2018-07-01,14.285714285714285,0.0,0.0,0.0,0.0
2018-09-01,0.0,14.285714285714285,0.0,0.0,0.0
2018-10-01,14.285714285714285,14.285714285714285,0.0,0.0,0.0
2018-11-01,28.57142857142857,28.57142857142857,0.0,0.0,14.285714285714285
2018-12-01,0.0,14.285714285714285,0.0,0.0,14.285714285714285
2019-01-01,0.0,28.57142857142857,0.0,0.0,0.0
2019-02-01,28.57142857142857,0.0,0.0,0.0,14.285714285714285
2019-03-01,42.857142857142854,0.0,0.0,0.0,0.0
2019-05-01,42.857142857142854,14.285714285714285,14.285714285714285,0.0,0.0
2019-06-01,0.0,0.0,14.285714285714285,0.0,0.0
2019-07-01,28.57142857142857,14.285714285714285,0.0,0.0,0.0
2019-08-01,28.57142857142857,0.0,0.0,0.0,0.0
2019-09-01,42.857142857142854,0.0,14.285714285714285,0.0,14.285714285714285
2019-10-01,57.14285714285714,28.57142857142857,0.0,0.0,14.285714285714285
2019-11-01,14.285714285714285,14.285714285714285,0.0,0.0,28.57142857142857
2019-12-01,28.57142857142857,14.285714285714285,0.0,0.0,28.57142857142857
2020-01-01,71.42857142857143,14.285714285714285,0.0,0.0,28.57142857142857
2020-02-01,100.0,0.0,0.0,0.0,0.0
2020-03-01,42.857142857142854,14.285714285714285,0.0,0.0,0.0
2020-05-01,14.285714285714285,0.0,14.285714285714285,0.0,0.0
2020-06-01,71.42857142857143,0.0,14.285714285714285,14.285714285714285,0.0
2020-07-01,14.285714285714285,0.0,0.0,0.0,0.0
