date,Automazione cancelli,Cronotermostato e termostato,Installazione impianto di domotica,Installazione impianto wifi,Motorizzazione tapparelle
2018-01-01,7.38255033557047,6.0402684563758395,0.0,2.013422818791946,20.13422818791946
2018-02-01,9.395973154362416,2.013422818791946,0.0,0.6711409395973155,14.093959731543624
2018-03-01,8.724832214765101,2.013422818791946,0.0,2.684563758389262,26.174496644295303
2018-04-01,8.053691275167784,3.3557046979865772,0.0,1.342281879194631,26.845637583892618
2018-05-01,18.79194630872483,1.342281879194631,0.0,0.6711409395973155,30.87248322147651
2018-06-01,16.10738255033557,2.684563758389262,0.0,2.013422818791946,22.14765100671141
2018-07-01,20.80536912751678,2.013422818791946,0.0,1.342281879194631,23.48993288590604
2018-08-01,22.14765100671141,2.013422818791946,0.0,2.684563758389262,19.463087248322147
2018-09-01,26.845637583892618,7.38255033557047,0.0,5.369127516778524,35.57046979865772
2018-10-01,23.48993288590604,23.48993288590604,0.0,1.342281879194631,30.87248322147651
2018-11-01,31.543624161073826,51.006711409395976,0.0,4.026845637583892,28.187919463087248
2018-12-01,16.778523489932887,20.80536912751678,0.0,6.7114093959731544,19.463087248322147
2019-01-01,28.187919463087248,31.543624161073826,0.0,6.0402684563758395,46.308724832214764
2019-02-01,40.939597315436245,12.080536912751679,0.0,2.013422818791946,33.557046979865774
2019-03-01,31.543624161073826,12.751677852348994,0.0,6.0402684563758395,32.21476510067114
2019-04-01,34.22818791946309,8.053691275167784,0.0,4.026845637583892,24.161073825503358
2019-05-01,53.02013422818792,5.369127516778524,11.409395973154362,6.7114093959731544,44.29530201342282
2019-06-01,49.664429530201346,9.395973154362416,19.463087248322147,2.684563758389262,30.201342281879196
2019-07-01,64.42953020134227,14.76510067114094,15.436241610738255,2.684563758389262,35.57046979865772
2019-08-01,49.664429530201346,7.38255033557047,10.06711409395973,2.684563758389262,36.91275167785235
2019-09-01,89.93288590604027,27.516778523489933,32.88590604026846,4.026845637583892,50.33557046979866
2019-10-01,77.85234899328859,51.67785234899329,18.120805369127517,4.697986577181208,51.006711409395976
2019-11-01,83.89261744966443,95.9731543624161,18.79194630872483,3.3557046979865772,31.543624161073826
2019-12-01,57.71812080536913,57.71812080536913,20.13422818791946,1.342281879194631,28.859060402684566
2020-01-01,100.0,47.651006711409394,32.21476510067114,2.684563758389262,34.899328859060404
2020-02-01,96.64429530201343,24.161073825503358,29.53020134228188,0.0,30.201342281879196
2020-03-01,43.624161073825505,9.395973154362416,12.080536912751679,4.026845637583892,14.76510067114094
2020-04-01,16.10738255033557,4.026845637583892,12.751677852348994,4.026845637583892,26.174496644295303
2020-05-01,40.26845637583892,4.697986577181208,28.859060402684566,5.369127516778524,47.651006711409394
2020-06-01,40.26845637583892,6.0402684563758395,17.449664429530202,5.369127516778524,52.348993288590606
2020-07-01,25.503355704697988,0.6711409395973155,6.7114093959731544,2.013422818791946,12.751677852348994
