date,Automazione cancelli,Cronotermostato e termostato,Installazione impianto di domotica,Installazione impianto wifi,Motorizzazione tapparelle
2018-01-01,11.11111111111111,11.11111111111111,0.0,0.0,0.0
2018-02-01,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111
2018-03-01,0.0,0.0,0.0,0.0,11.11111111111111
2018-04-01,0.0,11.11111111111111,0.0,0.0,11.11111111111111
2018-05-01,22.22222222222222,11.11111111111111,0.0,0.0,0.0
2018-06-01,11.11111111111111,11.11111111111111,0.0,0.0,33.33333333333333
2018-07-01,0.0,0.0,0.0,0.0,11.11111111111111
2018-08-01,11.11111111111111,0.0,0.0,0.0,0.0
2018-09-01,11.11111111111111,11.11111111111111,0.0,0.0,22.22222222222222
2018-10-01,0.0,11.11111111111111,0.0,0.0,22.22222222222222
2018-11-01,11.11111111111111,44.44444444444444,0.0,0.0,0.0
2018-12-01,0.0,22.22222222222222,0.0,0.0,11.11111111111111
2019-01-01,11.11111111111111,66.66666666666666,0.0,0.0,33.33333333333333
2019-02-01,22.22222222222222,0.0,0.0,0.0,11.11111111111111
2019-03-01,22.22222222222222,11.11111111111111,0.0,0.0,11.11111111111111
2019-04-01,11.11111111111111,0.0,0.0,0.0,44.44444444444444
2019-05-01,33.33333333333333,0.0,11.11111111111111,11.11111111111111,55.55555555555556
2019-06-01,44.44444444444444,0.0,11.11111111111111,0.0,11.11111111111111
2019-07-01,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,44.44444444444444
2019-08-01,33.33333333333333,22.22222222222222,11.11111111111111,11.11111111111111,22.22222222222222
2019-09-01,88.88888888888889,22.22222222222222,11.11111111111111,0.0,11.11111111111111
2019-10-01,66.66666666666666,44.44444444444444,33.33333333333333,0.0,11.11111111111111
2019-11-01,100.0,100.0,11.11111111111111,0.0,11.11111111111111
2019-12-01,55.55555555555556,55.55555555555556,44.44444444444444,11.11111111111111,33.33333333333333
2020-01-01,88.88888888888889,66.66666666666666,22.22222222222222,0.0,44.44444444444444
2020-02-01,100.0,11.11111111111111,55.55555555555556,0.0,22.22222222222222
2020-03-01,22.22222222222222,22.22222222222222,0.0,22.22222222222222,11.11111111111111
2020-04-01,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111
2020-05-01,22.22222222222222,0.0,33.33333333333333,0.0,22.22222222222222
2020-06-01,11.11111111111111,0.0,0.0,0.0,44.44444444444444
2020-07-01,11.11111111111111,0.0,0.0,0.0,0.0
