date,paysagiste jardin
2018-01-07,0.25
2018-01-14,0.0
2018-01-21,0.4791666666666667
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.484375
2018-02-18,0.0
2018-02-25,0.24479166666666666
2018-03-04,0.4739583333333333
2018-03-11,0.234375
2018-03-18,0.2552083333333333
2018-03-25,0.7395833333333334
2018-04-01,0.7552083333333334
2018-04-08,0.234375
2018-04-15,0.2604166666666667
2018-04-22,0.2604166666666667
2018-04-29,0.71875
2018-05-06,0.24479166666666666
2018-05-13,0.484375
2018-05-20,0.6302083333333334
2018-05-27,0.234375
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.24479166666666666
2018-06-24,0.25
2018-07-01,0.0
2018-07-08,0.23958333333333334
2018-07-15,0.0
2018-07-22,0.4895833333333333
2018-07-29,0.5208333333333334
2018-08-05,0.484375
2018-08-12,0.0
2018-08-19,0.4947916666666667
2018-08-26,0.2552083333333333
2018-09-02,0.25
2018-09-09,0.75
2018-09-16,0.5
2018-09-23,0.6354166666666666
2018-09-30,0.5
2018-10-07,0.0
2018-10-14,0.24479166666666666
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.234375
2018-11-11,0.23958333333333334
2018-11-18,0.25
2018-11-25,0.4895833333333333
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.24479166666666666
2018-12-23,0.0
2018-12-30,0.2604166666666667
2019-01-06,0.4947916666666667
2019-01-13,0.0
2019-01-20,0.4739583333333333
2019-01-27,0.71875
2019-02-03,0.2552083333333333
2019-02-10,0.0
2019-02-17,1.0
2019-02-24,0.265625
2019-03-03,0.2708333333333333
2019-03-10,0.6197916666666666
2019-03-17,0.0
2019-03-24,0.234375
2019-03-31,0.4635416666666667
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.22395833333333334
2019-04-28,0.515625
2019-05-05,0.234375
2019-05-12,0.25
2019-05-19,0.0
2019-05-26,0.4791666666666667
2019-06-02,0.21875
2019-06-09,0.22395833333333334
2019-06-16,0.25
2019-06-23,0.0
2019-06-30,0.234375
2019-07-07,0.0
2019-07-14,0.4635416666666667
2019-07-21,0.4479166666666667
2019-07-28,0.21354166666666666
2019-08-04,0.0
2019-08-11,0.421875
2019-08-18,0.19791666666666666
2019-08-25,0.0
2019-09-01,0.22916666666666666
2019-09-08,0.21354166666666666
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.234375
2019-10-06,0.421875
2019-10-13,0.421875
2019-10-20,0.19791666666666666
2019-10-27,0.203125
2019-11-03,0.4322916666666667
2019-11-10,0.421875
2019-11-17,0.22395833333333334
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.4114583333333333
2019-12-15,0.18229166666666666
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.390625
2020-01-26,0.3958333333333333
2020-02-02,0.18229166666666666
2020-02-09,0.4114583333333333
2020-02-16,0.40625
2020-02-23,0.20833333333333334
2020-03-01,0.3697916666666667
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.17708333333333334
2020-03-29,0.3125
2020-04-05,0.3125
2020-04-12,0.3385416666666667
2020-04-19,0.15104166666666666
2020-04-26,0.4895833333333333
2020-05-03,0.3229166666666667
2020-05-10,0.0
2020-05-17,0.19791666666666666
2020-05-24,0.3645833333333333
2020-05-31,0.6875
2020-06-07,0.15625
2020-06-14,0.19791666666666666
2020-06-21,0.0
