,geoName,cours mathématiques
3,Brittany,39.02439024390244
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,48.78048780487805
18,Provence-Alpes-Côte d'Azur,29.268292682926827
21,Île-de-France,56.09756097560976
22,Grand-est,0.0
23,Hauts-de-france,18.29268292682927
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,29.268292682926827
28,Auvergne-Rhône-Alpes,21.951219512195124
