date,mariage chic ,mariage nature ,mariage romantique ,mariage original _x,mariage traditionnel ,isPartial_x,mariage original _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage original ,mariage vintage,mariage plage ,isPartial
2018-08-12,66,19,37,19,0,False,19,0,37,19,0,False,19,0,0,False
2018-08-19,27,18,0,36,0,False,36,0,0,18,0,False,36,27,27,False
2018-08-26,34,0,0,69,0,False,69,0,17,0,0,False,69,17,17,False
2018-09-02,34,17,17,17,0,False,17,0,17,0,0,False,17,17,17,False
2018-09-09,0,17,17,26,0,False,26,0,0,0,0,False,26,0,0,False
2018-09-16,34,17,17,17,0,False,17,0,34,17,0,False,17,0,0,False
2018-09-23,17,0,0,17,0,False,17,0,0,0,0,False,17,0,0,False
2018-09-30,17,34,26,26,34,False,26,0,17,0,0,False,26,17,17,False
2018-10-07,43,17,17,34,0,False,34,0,0,17,0,False,34,0,0,False
2018-10-14,26,0,17,17,17,False,17,0,17,0,0,False,17,0,17,False
2018-10-21,0,0,0,26,0,False,26,0,0,0,0,False,26,0,0,False
2018-10-28,17,0,0,17,17,False,17,0,17,0,0,False,17,0,0,False
2018-11-04,33,0,0,16,17,False,16,0,17,0,0,False,16,17,0,False
2018-11-11,17,0,33,33,0,False,33,0,0,17,0,False,33,17,0,False
2018-11-18,16,16,16,24,0,False,24,0,16,0,0,False,24,0,0,False
2018-11-25,50,17,33,33,16,False,33,0,17,16,0,False,33,0,17,False
2018-12-02,33,16,16,16,0,False,16,0,0,0,0,False,16,0,0,False
2018-12-09,0,17,17,17,0,False,17,0,0,33,0,False,17,17,0,False
2018-12-16,17,0,0,34,0,False,34,0,0,0,0,False,34,17,17,False
2018-12-23,37,18,0,37,0,False,37,0,37,19,0,False,37,0,0,False
2018-12-30,35,0,0,0,0,False,0,0,17,0,0,False,0,17,17,False
2019-01-06,81,0,16,16,0,False,16,0,32,16,0,False,16,0,32,False
2019-01-13,16,0,0,16,0,False,16,0,0,0,0,False,16,0,0,False
2019-01-20,78,31,0,16,0,False,16,0,16,23,0,False,16,31,16,False
2019-01-27,38,0,0,23,15,False,23,0,0,0,0,False,23,0,0,False
2019-02-03,55,0,0,16,16,False,16,0,0,0,0,False,16,16,16,False
2019-02-10,24,16,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-17,50,0,0,33,17,False,33,0,17,25,0,False,33,0,17,False
2019-02-24,33,16,33,24,16,False,24,0,0,0,0,False,24,66,0,False
2019-03-03,39,0,15,46,0,False,46,0,15,0,0,False,46,16,0,False
2019-03-10,0,0,0,32,0,False,32,0,0,16,0,False,32,32,47,False
2019-03-17,50,17,17,100,0,False,100,0,0,17,0,False,100,0,0,False
2019-03-24,40,32,0,32,0,False,32,0,64,24,0,False,32,16,0,False
2019-03-31,77,15,0,0,15,False,0,0,15,31,0,False,0,61,15,False
2019-04-07,69,0,15,46,0,False,46,0,31,15,0,False,46,23,0,False
2019-04-14,40,16,0,32,0,False,32,0,32,0,0,False,32,16,32,False
2019-04-21,79,0,0,24,0,False,24,0,32,16,0,False,24,16,0,False
2019-04-28,54,15,0,15,15,False,15,0,23,0,0,False,15,0,15,False
2019-05-05,75,45,15,15,15,False,15,0,0,0,0,False,15,15,0,False
2019-05-12,61,0,23,23,0,False,23,0,0,15,0,False,23,15,0,False
2019-05-19,61,0,30,31,0,False,31,0,15,15,0,False,31,0,0,False
2019-05-26,81,16,16,57,33,False,57,0,16,16,0,False,57,0,32,False
2019-06-02,46,0,0,46,0,False,46,0,15,16,0,False,46,0,31,False
2019-06-09,22,0,30,22,15,False,22,0,15,15,0,False,22,0,0,False
2019-06-16,47,0,0,31,0,False,31,0,16,0,0,False,31,0,16,False
2019-06-23,32,16,0,47,0,False,47,0,0,0,0,False,47,0,16,False
2019-06-30,47,16,0,47,0,False,47,0,16,0,0,False,47,16,31,False
2019-07-07,46,15,15,31,0,False,31,0,23,15,0,False,31,0,0,False
2019-07-14,71,0,16,16,0,False,16,0,16,16,0,False,16,16,16,False
2019-07-21,64,0,0,16,0,False,16,0,0,16,0,False,16,16,0,False
2019-07-28,57,16,16,16,32,False,16,0,0,16,0,False,16,16,0,False
2019-08-04,50,16,17,41,0,False,41,0,16,0,0,False,41,0,25,False
2019-08-11,26,0,0,44,17,False,44,0,0,0,0,False,44,26,17,False
2019-08-18,36,18,0,18,0,False,18,0,0,18,0,False,18,36,0,False
2019-08-25,25,16,33,49,0,False,49,0,16,17,0,False,49,16,0,False
2019-09-01,37,0,0,22,15,False,22,0,15,15,0,False,22,15,15,False
2019-09-08,22,15,0,22,15,False,22,0,22,15,0,False,22,15,0,False
2019-09-15,30,15,30,45,0,False,45,0,0,0,0,False,45,0,15,False
2019-09-22,22,0,0,22,15,False,22,0,0,0,0,False,22,29,0,False
2019-09-29,15,15,15,0,0,False,0,0,0,0,0,False,0,0,30,False
2019-10-06,38,0,0,15,0,False,15,0,15,0,0,False,15,15,0,False
2019-10-13,60,0,0,30,15,False,30,0,0,30,0,False,30,15,0,False
2019-10-20,30,0,0,15,0,False,15,0,15,0,0,False,15,15,15,False
2019-10-27,14,0,29,57,14,False,57,0,0,0,0,False,57,0,0,False
2019-11-03,0,0,14,14,14,False,14,0,14,0,0,False,14,0,14,False
2019-11-10,21,0,0,28,0,False,28,0,0,0,0,False,28,0,14,False
2019-11-17,21,0,0,21,0,False,21,0,14,0,0,False,21,14,14,False
2019-11-24,28,14,14,14,0,False,14,0,0,14,0,False,14,14,0,False
2019-12-01,35,14,0,14,0,False,14,0,0,0,0,False,14,14,14,False
2019-12-08,14,14,41,14,0,False,14,0,0,0,0,False,14,0,14,False
2019-12-15,0,0,0,14,0,False,14,0,0,0,0,False,14,0,0,False
2019-12-22,15,0,0,15,0,False,15,0,0,15,0,False,15,0,15,False
2019-12-29,59,0,0,0,15,False,0,0,15,15,0,False,0,0,15,False
2020-01-05,28,55,14,14,0,False,14,0,14,28,0,False,14,21,0,False
2020-01-12,14,0,0,14,14,False,14,0,27,27,0,False,14,14,0,False
2020-01-19,42,28,14,42,14,False,42,0,28,14,0,False,42,14,14,False
2020-01-26,67,13,13,20,40,False,20,0,40,13,0,False,20,13,0,False
2020-02-02,40,0,0,54,0,False,54,0,27,13,0,False,54,13,0,False
2020-02-09,52,0,0,46,13,False,46,0,13,13,0,False,46,13,0,False
2020-02-16,46,0,52,26,13,False,26,0,0,13,0,False,26,0,13,False
2020-02-23,58,0,13,19,13,False,19,0,13,13,0,False,19,13,0,False
2020-03-01,26,26,0,26,0,False,26,0,0,27,0,False,26,13,13,False
2020-03-08,45,13,13,51,13,False,51,0,0,13,0,False,51,0,13,False
2020-03-15,12,0,0,0,0,False,0,0,0,12,0,False,0,0,0,False
2020-03-22,18,0,0,12,12,False,12,0,12,12,0,False,12,12,0,False
2020-03-29,37,0,0,12,0,False,12,0,0,25,0,False,12,12,12,False
2020-04-05,0,12,0,12,12,False,12,0,25,12,0,False,12,0,12,False
2020-04-12,30,12,12,18,0,False,18,0,12,12,0,False,18,0,12,False
2020-04-19,18,25,0,12,12,False,12,0,12,25,0,False,12,0,25,False
2020-04-26,17,12,0,12,0,False,12,0,12,12,0,False,12,0,12,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,0,True,0,0,0,True
