date,mariage chic ,mariage nature ,mariage romantique ,mariage original _x,mariage traditionnel ,isPartial_x,mariage original _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage original ,mariage vintage,mariage plage ,isPartial
2018-01-07,32,32,0,57,0,False,57,0,0,0,0,False,57,0,0,False
2018-01-14,0,0,0,31,16,False,31,0,0,0,0,False,31,31,0,False
2018-01-21,32,0,0,32,0,False,32,0,24,0,0,False,32,0,0,False
2018-01-28,24,16,24,16,0,False,16,0,0,0,0,False,16,0,32,False
2018-02-04,40,0,16,56,0,False,56,0,0,0,0,False,56,16,0,False
2018-02-11,40,16,0,24,16,False,24,0,32,16,0,False,24,16,0,False
2018-02-18,49,0,16,49,0,False,49,0,16,16,0,False,49,32,16,False
2018-02-25,53,30,15,38,15,False,38,0,15,0,0,False,38,0,15,False
2018-03-04,47,16,0,39,16,False,39,0,16,31,0,False,39,24,16,False
2018-03-11,16,16,16,47,0,False,47,0,0,47,0,False,47,0,0,False
2018-03-18,16,0,0,16,32,False,16,0,0,0,0,False,16,0,24,False
2018-03-25,49,0,0,25,0,False,25,0,0,16,0,False,25,0,17,False
2018-04-01,50,17,0,17,0,False,17,0,17,17,0,False,17,17,0,False
2018-04-08,42,17,0,67,0,False,67,0,17,17,0,False,67,17,0,False
2018-04-15,46,0,0,37,0,False,37,0,28,19,0,False,37,18,0,False
2018-04-22,51,17,17,85,0,False,85,0,17,17,0,False,85,34,17,False
2018-04-29,42,33,17,25,0,False,25,0,0,0,0,False,25,0,17,False
2018-05-06,80,0,0,18,18,False,18,0,18,0,0,False,18,36,18,False
2018-05-13,74,0,16,33,16,False,33,0,16,0,0,False,33,33,33,False
2018-05-20,52,17,17,43,0,False,43,0,52,0,0,False,43,0,35,False
2018-05-27,84,0,0,33,0,False,33,0,0,0,0,False,33,17,0,False
2018-06-03,84,0,0,17,0,False,17,0,17,0,0,False,17,17,17,False
2018-06-10,41,16,0,33,0,False,33,0,16,0,0,False,33,24,0,False
2018-06-17,43,0,26,26,0,False,26,0,17,0,0,False,26,17,17,False
2018-06-24,69,17,17,51,17,False,51,0,26,0,0,False,51,34,0,False
2018-07-01,17,17,0,17,16,False,17,0,17,0,0,False,17,0,17,False
2018-07-08,17,0,0,68,0,False,68,0,17,0,0,False,68,17,0,False
2018-07-15,62,53,18,27,0,False,27,0,0,0,0,False,27,35,18,False
2018-07-22,45,0,18,71,18,False,71,0,0,0,0,False,71,0,18,False
2018-07-29,18,18,18,37,0,False,37,0,18,0,0,False,37,0,0,False
2018-08-05,18,27,36,27,18,False,27,0,0,36,0,False,27,18,0,False
