date,mariage chic ,mariage nature ,mariage romantique ,mariage original _x,mariage traditionnel ,isPartial_x,mariage original _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage original ,mariage vintage,mariage plage ,isPartial
2018-01-07,0,18,0,0,0,False,40,0,0,0,0,False,40,0,20,False
2018-01-14,35,18,0,18,0,False,40,0,0,20,0,False,40,0,0,False
2018-01-21,0,0,18,18,0,False,20,0,0,0,0,False,20,20,0,False
2018-01-28,52,0,17,17,0,False,20,0,20,0,0,False,20,0,0,False
2018-02-04,0,0,0,18,0,False,20,0,0,0,0,False,20,20,0,False
2018-02-11,36,0,0,18,0,False,21,0,21,0,0,False,21,21,0,False
2018-02-18,18,0,0,18,0,False,20,0,21,0,0,False,20,21,0,False
2018-02-25,18,0,18,18,0,False,30,0,20,0,0,False,30,0,20,False
2018-03-04,52,0,0,70,0,False,80,0,20,20,0,False,80,41,0,False
2018-03-11,34,0,0,17,0,False,29,0,20,0,0,False,29,0,0,False
2018-03-18,52,0,0,35,0,False,40,0,0,20,0,False,40,20,20,False
2018-03-25,17,0,0,0,0,False,20,0,20,0,0,False,20,39,0,False
2018-04-01,35,0,0,17,0,False,20,0,0,20,0,False,20,0,0,False
2018-04-08,35,0,17,0,0,False,0,0,0,40,0,False,0,20,0,False
2018-04-15,0,0,0,0,0,False,21,0,0,43,0,False,21,21,0,False
2018-04-22,18,0,0,18,0,False,21,0,0,0,0,False,21,21,21,False
2018-04-29,18,0,0,37,0,False,42,0,21,32,0,False,42,0,0,False
2018-05-06,19,0,37,19,0,False,21,0,0,21,0,False,21,0,0,False
2018-05-13,17,0,0,0,0,False,20,0,0,0,0,False,20,20,0,False
2018-05-20,36,18,18,0,0,False,0,0,0,0,0,False,0,21,0,False
2018-05-27,17,0,0,0,0,False,0,0,0,0,0,False,0,20,20,False
2018-06-03,35,0,17,0,0,False,20,0,0,0,0,False,20,0,20,False
2018-06-10,0,0,0,0,0,False,58,0,0,0,0,False,58,29,19,False
2018-06-17,17,0,0,87,0,False,100,0,20,20,0,False,100,0,20,False
2018-06-24,18,0,0,18,0,False,20,0,0,20,0,False,20,40,21,False
2018-07-01,18,0,0,18,0,False,20,0,0,0,0,False,20,31,0,False
2018-07-08,18,0,0,18,0,False,31,0,0,0,0,False,31,0,21,False
2018-07-15,20,0,0,40,0,False,34,0,0,0,0,False,34,23,23,False
2018-07-22,0,20,0,0,0,False,23,0,0,0,0,False,23,0,0,False
2018-07-29,20,0,0,20,0,False,23,0,0,0,0,False,23,46,0,False
2018-08-05,41,0,0,0,0,False,23,0,23,0,0,False,23,23,0,False
2018-08-12,21,21,0,0,0,False,0,0,24,0,0,False,0,48,24,False
2018-08-19,20,0,0,100,0,False,69,0,0,0,0,False,69,23,23,False
2018-08-26,19,0,0,37,0,False,43,0,0,0,0,False,43,43,0,False
2018-09-02,92,0,18,37,0,False,32,0,0,21,0,False,32,21,0,False
2018-09-09,0,0,0,18,0,False,21,0,0,21,0,False,21,0,21,False
2018-09-16,18,0,0,18,0,False,20,0,20,20,0,False,20,30,20,False
2018-09-23,18,0,0,18,0,False,20,0,0,0,0,False,20,41,20,False
2018-09-30,35,0,18,35,0,False,51,0,20,20,0,False,51,20,20,False
2018-10-07,18,0,0,18,0,False,20,0,0,0,0,False,20,41,0,False
2018-10-14,0,18,0,18,0,False,21,0,0,21,0,False,21,21,21,False
2018-10-21,54,0,0,18,0,False,31,0,0,0,0,False,31,0,0,False
2018-10-28,0,0,0,0,0,False,41,0,20,21,0,False,41,0,21,False
2018-11-04,0,17,0,34,0,False,30,0,0,0,0,False,30,20,0,False
2018-11-11,34,0,0,0,0,False,0,0,20,20,0,False,0,20,20,False
2018-11-18,0,0,17,17,0,False,20,0,0,19,0,False,20,20,19,False
2018-11-25,17,0,17,0,0,False,20,0,0,0,0,False,20,19,19,False
2018-12-02,0,0,0,0,0,False,0,0,19,0,0,False,0,0,0,False
2018-12-09,17,0,0,17,0,False,20,0,20,0,0,False,20,20,0,False
2018-12-16,0,0,0,18,0,False,20,0,0,0,0,False,20,0,20,False
2018-12-23,0,0,0,0,0,False,0,0,23,0,0,False,0,0,0,False
2018-12-30,19,19,0,58,0,False,66,0,0,0,0,False,66,22,0,False
2019-01-06,0,0,17,17,0,False,20,0,0,0,0,False,20,20,0,False
2019-01-13,17,0,0,0,0,False,19,0,0,19,0,False,19,0,19,False
2019-01-20,80,32,16,0,0,False,0,0,0,0,0,False,0,0,19,False
2019-01-27,16,0,0,0,0,False,18,0,0,18,0,False,18,18,0,False
2019-02-03,17,17,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-10,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2019-02-17,18,0,0,0,0,False,21,0,0,0,0,False,21,41,21,False
2019-02-24,85,0,0,0,0,False,20,0,0,20,0,False,20,0,20,False
2019-03-03,50,0,17,33,0,False,29,0,19,19,0,False,29,19,0,False
2019-03-10,17,0,0,50,0,False,48,0,19,0,0,False,48,0,0,False
2019-03-17,35,0,0,0,0,False,40,0,20,20,0,False,40,20,0,False
2019-03-24,18,0,18,0,0,False,20,0,0,20,0,False,20,0,40,False
2019-03-31,17,0,0,0,0,False,0,0,19,38,0,False,0,29,0,False
2019-04-07,33,0,0,17,0,False,19,0,0,19,0,False,19,19,19,False
2019-04-14,18,18,18,18,0,False,21,0,0,0,0,False,21,0,21,False
2019-04-21,67,0,0,17,0,False,19,0,19,0,0,False,19,19,0,False
2019-04-28,30,0,0,15,0,False,17,0,17,26,0,False,17,0,17,False
2019-05-05,29,0,0,29,0,False,33,0,0,0,0,False,33,49,0,False
2019-05-12,15,0,15,30,0,False,35,0,0,0,0,False,35,17,0,False
2019-05-19,46,0,15,15,0,False,18,0,0,0,0,False,18,0,0,False
2019-05-26,30,30,0,15,0,False,17,0,17,17,0,False,17,17,17,False
2019-06-02,14,0,0,0,0,False,0,0,0,16,0,False,0,0,16,False
2019-06-09,31,0,15,31,0,False,27,0,18,18,0,False,27,36,36,False
2019-06-16,32,0,64,32,0,False,47,0,19,0,0,False,47,37,19,False
2019-06-23,0,0,32,0,0,False,0,0,19,0,0,False,0,18,0,False
2019-06-30,31,0,0,15,0,False,18,0,0,18,0,False,18,0,53,False
2019-07-07,0,16,0,0,0,False,0,0,19,19,0,False,0,19,19,False
2019-07-14,16,0,0,16,0,False,19,0,0,0,0,False,19,18,19,False
2019-07-21,0,0,17,17,0,False,20,0,0,19,0,False,20,39,19,False
2019-07-28,0,17,17,0,0,False,19,0,19,19,0,False,19,39,19,False
2019-08-04,18,0,0,18,0,False,31,0,42,0,0,False,31,42,21,False
2019-08-11,19,0,19,37,0,False,43,0,21,21,0,False,43,21,0,False
2019-08-18,19,0,0,38,0,False,33,0,0,0,0,False,33,0,44,False
2019-08-25,34,0,0,0,0,False,20,0,0,20,0,False,20,40,20,False
2019-09-01,16,0,16,0,0,False,0,0,38,0,0,False,0,19,19,False
2019-09-08,17,0,17,34,0,False,29,0,19,0,0,False,29,19,19,False
2019-09-15,0,0,0,50,0,False,39,0,0,0,0,False,39,19,0,False
2019-09-22,30,0,15,0,0,False,35,0,34,0,0,False,35,17,0,False
2019-09-29,0,0,0,0,0,False,49,0,0,16,0,False,49,16,0,False
2019-10-06,28,0,14,0,0,False,0,0,16,0,0,False,0,0,0,False
2019-10-13,28,0,0,28,0,False,24,0,16,0,0,False,24,16,0,False
2019-10-20,43,14,14,43,0,False,32,0,0,0,0,False,32,16,0,False
2019-10-27,28,0,0,0,0,False,0,0,0,16,0,False,0,66,0,False
2019-11-03,0,0,0,0,0,False,16,0,0,16,0,False,16,16,0,False
2019-11-10,27,0,0,40,0,False,31,0,0,0,0,False,31,0,0,False
2019-11-17,0,0,0,0,0,False,0,0,0,0,0,False,0,16,0,False
2019-11-24,26,0,13,13,0,False,15,0,15,15,0,False,15,0,0,False
2019-12-01,15,0,0,15,0,False,17,0,0,0,0,False,17,0,0,False
2019-12-08,15,0,0,15,0,False,18,0,0,17,0,False,18,0,18,False
2019-12-15,15,15,0,0,0,False,18,0,0,0,0,False,18,35,0,False
2019-12-22,0,0,0,0,0,False,19,0,0,19,0,False,19,0,19,False
2019-12-29,48,0,0,16,0,False,18,0,0,0,0,False,18,0,0,False
2020-01-05,28,14,0,0,0,False,48,0,32,0,0,False,48,0,0,False
2020-01-12,80,0,0,40,0,False,38,0,0,46,0,False,38,0,0,False
2020-01-19,27,0,0,13,0,False,39,0,0,16,0,False,39,15,32,False
2020-01-26,40,0,0,13,0,False,15,0,15,15,0,False,15,15,0,False
2020-02-02,0,0,0,13,0,False,15,0,0,15,0,False,15,15,0,False
2020-02-09,26,13,0,40,0,False,31,0,0,0,0,False,31,15,0,False
2020-02-16,0,0,14,0,0,False,16,0,16,0,0,False,16,32,32,False
2020-02-23,0,0,14,0,0,False,16,0,0,16,0,False,16,0,16,False
2020-03-01,54,27,27,0,0,False,16,0,16,0,0,False,16,32,0,False
2020-03-08,64,25,0,0,0,False,0,0,15,15,0,False,0,0,15,False
2020-03-15,12,0,0,0,0,False,14,0,0,0,0,False,14,14,14,False
2020-03-22,12,0,0,0,0,False,0,0,21,14,0,False,0,0,0,False
2020-03-29,24,0,0,0,0,False,0,0,14,27,0,False,0,0,14,False
2020-04-05,12,0,0,0,0,False,0,0,0,0,0,False,0,14,0,False
2020-04-12,24,0,12,0,0,False,28,0,14,0,0,False,28,14,0,False
2020-04-19,12,12,24,24,0,False,28,0,14,0,0,False,28,28,0,False
2020-04-26,11,11,0,11,0,False,13,0,13,13,0,False,13,13,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,97,0,True,0,0,0,True
