date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2018-01-07,42,8,25,30,0,False,42,0,13,0,8,False,42,8,8,False
2018-01-14,47,0,9,30,9,False,47,0,17,9,9,False,47,9,13,False
2018-01-21,59,17,8,25,8,False,59,0,0,8,8,False,59,17,8,False
2018-01-28,38,9,21,30,17,False,38,0,26,17,0,False,38,17,9,False
2018-02-04,30,0,17,13,9,False,30,0,0,0,8,False,30,9,0,False
2018-02-11,43,26,13,35,9,False,43,0,9,9,0,False,43,17,9,False
2018-02-18,55,9,14,46,18,False,55,0,18,9,0,False,55,18,18,False
2018-02-25,96,9,23,36,9,False,96,0,9,9,9,False,96,14,9,False
2018-03-04,69,9,13,43,0,False,69,0,22,0,0,False,69,9,0,False
2018-03-11,48,9,9,48,26,False,48,0,0,9,0,False,48,18,22,False
2018-03-18,62,0,9,13,18,False,62,0,18,0,0,False,62,13,13,False
2018-03-25,49,13,13,31,35,False,49,0,9,9,9,False,49,13,13,False
2018-04-01,36,0,18,36,0,False,36,0,18,9,18,False,36,36,9,False
2018-04-08,35,0,17,26,9,False,35,0,9,9,0,False,35,17,9,False
2018-04-15,33,9,19,23,14,False,33,0,9,0,0,False,33,0,19,False
2018-04-22,32,14,0,37,18,False,32,0,0,9,0,False,32,0,18,False
2018-04-29,95,9,9,36,9,False,95,0,9,9,9,False,95,14,9,False
2018-05-06,100,9,10,57,9,False,100,0,9,0,10,False,100,24,24,False
2018-05-13,65,26,17,47,9,False,65,0,9,0,0,False,65,17,9,False
2018-05-20,58,9,9,58,13,False,58,0,13,13,0,False,58,9,31,False
2018-05-27,51,9,9,47,9,False,51,0,13,9,9,False,51,17,30,False
2018-06-03,72,26,25,38,17,False,72,0,17,0,0,False,72,17,17,False
2018-06-10,50,8,8,37,8,False,50,0,12,0,0,False,50,12,21,False
2018-06-17,64,8,8,46,17,False,64,0,8,8,0,False,64,8,13,False
2018-06-24,51,0,9,13,0,False,51,0,0,0,0,False,51,9,21,False
2018-07-01,59,17,17,30,8,False,59,0,0,13,0,False,59,8,8,False
2018-07-08,45,9,0,31,9,False,45,0,9,0,9,False,45,9,27,False
2018-07-15,29,0,0,43,0,False,29,0,10,10,0,False,29,19,15,False
2018-07-22,44,20,20,49,20,False,44,0,10,0,0,False,44,10,20,False
2018-07-29,41,10,15,26,15,False,41,0,21,0,0,False,41,30,15,False
2018-08-05,43,11,11,48,22,False,43,0,0,0,0,False,43,27,32,False
2018-08-12,62,11,11,45,11,False,62,0,11,0,0,False,62,17,34,False
2018-08-19,52,0,10,26,10,False,52,0,0,15,10,False,52,15,41,False
2018-08-26,37,19,28,19,9,False,37,0,9,9,0,False,37,14,19,False
2018-09-02,39,18,9,44,0,False,39,0,13,0,0,False,39,0,13,False
2018-09-09,51,17,26,34,13,False,51,0,13,17,0,False,51,17,30,False
2018-09-16,51,9,26,51,0,False,51,0,17,26,0,False,51,17,17,False
2018-09-23,56,17,17,21,9,False,56,0,9,9,0,False,56,13,30,False
2018-09-30,51,0,0,13,13,False,51,0,9,0,0,False,51,0,9,False
2018-10-07,38,8,13,30,8,False,38,0,8,8,0,False,38,8,0,False
2018-10-14,17,8,16,41,0,False,17,0,8,8,0,False,17,25,0,False
2018-10-21,21,17,25,29,0,False,21,0,17,0,0,False,21,17,13,False
2018-10-28,23,0,9,32,9,False,23,0,0,0,0,False,23,28,9,False
2018-11-04,13,9,0,46,9,False,13,0,9,8,8,False,13,17,8,False
2018-11-11,37,8,8,20,0,False,37,0,0,8,0,False,37,8,8,False
2018-11-18,34,0,0,42,8,False,34,0,17,8,8,False,34,8,8,False
2018-11-25,25,9,9,21,13,False,25,0,9,0,0,False,25,17,13,False
2018-12-02,43,26,9,13,0,False,43,0,9,9,0,False,43,8,8,False
2018-12-09,26,9,9,22,9,False,26,0,17,9,0,False,26,9,9,False
2018-12-16,26,13,9,35,9,False,26,0,0,0,9,False,26,0,9,False
2018-12-23,27,0,0,33,0,False,27,0,0,0,0,False,27,11,22,False
2018-12-30,59,10,0,24,10,False,59,0,10,0,0,False,59,20,15,False
2019-01-06,48,0,17,39,9,False,48,0,26,9,9,False,48,9,13,False
