date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2018-01-07,115.71038251366119,0.0,0.0,57.855191256830594,0.0,False,115.71038251366119,0.0,0.0,0.0,0.0,False,39,0,20,False
2018-01-14,143.4808743169399,0.0,113.39617486338797,57.855191256830594,0.0,False,143.4808743169399,0.0,0.0,0.0,0.0,False,47,19,19,False
2018-01-21,87.9398907103825,0.0,0.0,0.0,0.0,False,87.9398907103825,0.0,0.0,57.855191256830594,0.0,False,29,19,0,False
2018-01-28,57.855191256830594,57.855191256830594,0.0,115.71038251366119,0.0,False,57.855191256830594,0.0,57.855191256830594,0.0,0.0,False,19,39,0,False
2018-02-04,0.0,0.0,57.855191256830594,60.16939890710382,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,20,False
2018-02-11,182.8224043715847,0.0,60.16939890710382,0.0,0.0,False,182.8224043715847,0.0,0.0,0.0,0.0,False,61,20,0,False
2018-02-18,152.73770491803276,60.16939890710382,0.0,60.16939890710382,0.0,False,152.73770491803276,0.0,60.16939890710382,60.16939890710382,0.0,False,51,40,0,False
2018-02-25,60.16939890710382,118.02459016393442,0.0,87.9398907103825,0.0,False,60.16939890710382,0.0,0.0,0.0,0.0,False,20,0,30,False
2018-03-04,118.02459016393442,0.0,0.0,57.855191256830594,0.0,False,118.02459016393442,0.0,0.0,0.0,0.0,False,39,0,0,False
2018-03-11,60.16939890710382,0.0,0.0,60.16939890710382,0.0,False,60.16939890710382,0.0,0.0,0.0,0.0,False,20,0,0,False
2018-03-18,148.10928961748633,60.16939890710382,60.16939890710382,60.16939890710382,0.0,False,148.10928961748633,0.0,60.16939890710382,120.33879781420764,0.0,False,50,20,20,False
2018-03-25,87.9398907103825,0.0,0.0,60.16939890710382,0.0,False,87.9398907103825,0.0,0.0,0.0,0.0,False,30,0,0,False
2018-04-01,92.56830601092895,0.0,0.0,0.0,0.0,False,92.56830601092895,0.0,0.0,0.0,0.0,False,31,21,0,False
2018-04-08,60.16939890710382,0.0,0.0,60.16939890710382,0.0,False,60.16939890710382,0.0,0.0,0.0,0.0,False,20,0,0,False
2018-04-15,159.68032786885246,0.0,64.79781420765026,64.79781420765026,0.0,False,159.68032786885246,0.0,97.1967213114754,64.79781420765026,0.0,False,54,21,0,False
2018-04-22,231.42076502732237,0.0,0.0,115.71038251366119,0.0,False,231.42076502732237,0.0,57.855191256830594,0.0,0.0,False,77,0,58,False
2018-04-29,55.540983606557376,0.0,0.0,55.540983606557376,0.0,False,55.540983606557376,0.0,0.0,0.0,0.0,False,19,19,19,False
