date,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,mariage chic ,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,mariage chic ,mariage vintage,mariage plage 
2018-01-07,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.16852420306965762,0.0,0.08642266824085007
2018-01-14,0.0,0.4899999999999999,0.25,0.0,0.6200000000000002,0.0,0.0,0.0,0.0,0.20309327036599767,0.08210153482880757,0.08210153482880757
2018-01-21,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.25,0.0,0.1253128689492326,0.08210153482880757,0.0
2018-01-28,0.25,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.08210153482880757,0.16852420306965762,0.0
2018-02-04,0.0,0.25,0.26000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08642266824085007
2018-02-11,0.0,0.26000000000000006,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.2635891381345927,0.08642266824085007,0.0
2018-02-18,0.26000000000000006,0.0,0.26000000000000006,0.0,0.6599999999999998,0.0,0.26000000000000006,0.26000000000000006,0.0,0.22037780401416768,0.17284533648170014,0.0
2018-02-25,0.51,0.0,0.38,0.0,0.26000000000000006,0.0,0.0,0.0,0.0,0.08642266824085007,0.0,0.1296340023612751
2018-03-04,0.0,0.0,0.25,0.0,0.51,0.0,0.0,0.0,0.0,0.16852420306965762,0.0,0.0
2018-03-11,0.0,0.0,0.26000000000000006,0.0,0.26000000000000006,0.0,0.0,0.0,0.0,0.08642266824085007,0.0,0.0
2018-03-18,0.26000000000000006,0.26000000000000006,0.26000000000000006,0.0,0.6399999999999999,0.0,0.26000000000000006,0.5200000000000001,0.0,0.21605667060212516,0.08642266824085007,0.08642266824085007
2018-03-25,0.0,0.0,0.26000000000000006,0.0,0.38,0.0,0.0,0.0,0.0,0.1296340023612751,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1339551357733176,0.09074380165289257,0.0
2018-04-08,0.0,0.0,0.26000000000000006,0.0,0.26000000000000006,0.0,0.0,0.0,0.0,0.08642266824085007,0.0,0.0
2018-04-15,0.0,0.27999999999999997,0.27999999999999997,0.0,0.6900000000000001,0.0,0.4200000000000001,0.27999999999999997,0.0,0.2333412042502952,0.09074380165289257,0.0
2018-04-22,0.0,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.33272727272727276,0.0,0.2506257378984652
