date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2018-01-07,20,0,20,30,0,False,20,0,20,20,0,False,14,0,0,False
2018-01-14,50,20,40,40,0,False,50,0,20,0,0,False,42,0,14,False
2018-01-21,60,0,20,20,0,False,60,0,20,20,0,False,14,28,0,False
2018-01-28,41,0,20,20,0,False,41,0,0,0,0,False,28,0,14,False
2018-02-04,50,0,20,30,0,False,50,0,0,0,0,False,28,0,0,False
2018-02-11,20,0,0,30,0,False,20,0,20,0,0,False,14,0,0,False
2018-02-18,100,20,20,30,0,False,100,0,20,20,0,False,69,0,0,False
2018-02-25,39,20,39,39,0,False,39,0,40,20,0,False,27,14,27,False
2018-03-04,71,0,0,0,0,False,71,0,20,0,0,False,42,14,14,False
2018-03-11,51,0,20,20,0,False,51,0,0,0,0,False,57,0,0,False
2018-03-18,31,0,0,20,0,False,31,0,0,20,0,False,28,0,0,False
2018-03-25,31,0,0,31,0,False,31,0,21,0,0,False,29,43,57,False
2018-04-01,31,21,0,21,0,False,31,0,21,21,0,False,28,14,0,False
2018-04-08,67,19,0,29,0,False,67,0,19,19,0,False,26,0,0,False
2018-04-15,42,0,0,21,0,False,42,0,21,0,0,False,29,15,0,False
2018-04-22,64,0,0,42,0,False,64,0,0,21,0,False,58,0,15,False
2018-04-29,41,21,20,0,0,False,41,0,20,20,0,False,42,14,28,False
2018-05-06,81,0,20,20,0,False,81,0,20,0,0,False,56,0,0,False
2018-05-13,80,20,0,0,0,False,80,0,0,0,0,False,56,0,28,False
2018-05-20,82,0,0,41,0,False,82,0,20,21,0,False,100,0,14,False
2018-05-27,60,20,20,40,0,False,60,0,20,20,0,False,42,0,0,False
2018-06-03,30,20,0,60,0,False,30,0,20,20,0,False,14,0,0,False
2018-06-10,39,19,0,39,0,False,39,0,19,0,0,False,13,0,0,False
2018-06-17,61,0,0,31,0,False,61,0,21,0,0,False,71,14,14,False
2018-06-24,60,20,0,20,0,False,60,0,40,20,0,False,42,0,14,False
2018-07-01,0,20,0,20,0,False,0,0,0,20,0,False,0,0,14,False
2018-07-08,39,0,20,40,0,False,39,0,20,0,0,False,27,0,14,False
2018-07-15,30,0,20,20,0,False,30,0,0,0,0,False,14,14,0,False
2018-07-22,20,0,0,20,0,False,20,0,40,0,0,False,14,14,28,False
2018-07-29,20,20,0,30,0,False,20,0,0,0,0,False,0,0,14,False
2018-08-05,29,0,29,39,0,False,29,0,0,0,0,False,27,0,27,False
2018-08-12,39,0,0,0,0,False,39,0,20,20,0,False,27,0,14,False
2018-08-19,60,0,0,30,0,False,60,0,0,20,0,False,28,0,28,False
2018-08-26,20,0,20,50,0,False,20,0,0,20,0,False,14,14,0,False
2018-09-02,41,20,20,41,0,False,41,0,20,0,0,False,28,14,0,False
2018-09-09,51,0,31,0,0,False,51,0,21,20,0,False,14,0,0,False
2018-09-16,21,41,0,0,0,False,21,0,21,0,0,False,14,0,0,False
2018-09-23,52,21,0,21,0,False,52,0,0,0,0,False,43,0,0,False
2018-09-30,21,0,0,42,0,False,21,0,0,0,0,False,0,0,0,False
2018-10-07,63,42,0,31,0,False,63,0,0,0,0,False,43,0,0,False
2018-10-14,43,0,0,0,0,False,43,0,0,0,0,False,0,15,30,False
2018-10-21,22,22,0,44,0,False,22,0,0,0,0,False,15,0,30,False
2018-10-28,31,0,0,21,0,False,31,0,0,0,0,False,28,0,14,False
2018-11-04,20,0,20,20,0,False,20,0,0,0,0,False,14,0,14,False
2018-11-11,0,0,0,0,0,False,0,0,21,21,0,False,0,0,0,False
2018-11-18,20,20,0,41,0,False,20,0,0,21,0,False,0,14,0,False
2018-11-25,31,21,21,0,0,False,31,0,0,21,0,False,14,0,0,False
2018-12-02,0,0,21,21,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-09,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,False
2018-12-16,22,0,22,22,0,False,22,0,0,0,0,False,15,15,0,False
2018-12-23,25,25,0,0,0,False,25,0,0,0,0,False,17,0,0,False
2018-12-30,23,0,23,23,0,False,23,0,46,0,0,False,16,0,0,False
2019-01-06,0,21,21,21,0,False,0,0,0,0,0,False,0,0,29,False
2019-01-13,63,0,0,31,0,False,63,0,42,0,0,False,43,14,0,False
2019-01-20,41,20,0,61,0,False,41,0,20,0,0,False,28,0,14,False
2019-01-27,40,0,0,0,0,False,40,0,40,0,0,False,28,0,14,False
2019-02-03,21,21,0,32,0,False,21,0,21,0,0,False,0,0,0,False
2019-02-10,44,22,0,22,0,False,44,0,0,0,0,False,30,0,15,False
2019-02-17,76,0,0,64,0,False,76,0,0,0,0,False,45,0,15,False
2019-02-24,21,0,0,0,0,False,21,0,31,0,0,False,14,0,14,False
2019-03-03,20,0,20,20,0,False,20,0,31,0,0,False,14,14,28,False
2019-03-10,74,0,0,42,0,False,74,0,42,0,0,False,58,0,0,False
2019-03-17,32,0,0,0,0,False,32,0,21,21,0,False,29,0,0,False
2019-03-24,64,0,0,21,0,False,64,0,0,21,0,False,44,15,0,False
2019-03-31,82,0,0,0,0,False,82,0,0,21,0,False,0,0,0,False
2019-04-07,32,21,21,32,0,False,32,0,21,21,0,False,29,0,0,False
2019-04-14,32,0,0,21,0,False,32,0,21,21,0,False,15,15,15,False
2019-04-21,19,0,19,30,0,False,19,0,0,20,0,False,0,0,0,False
2019-04-28,30,0,0,20,0,False,30,0,41,20,0,False,14,0,0,False
2019-05-05,71,0,20,20,0,False,71,0,0,0,0,False,56,14,0,False
2019-05-12,41,0,30,0,0,False,41,0,20,20,0,False,0,0,14,False
2019-05-19,78,20,20,20,0,False,78,0,20,20,0,False,54,0,0,False
2019-05-26,79,0,20,30,0,False,79,0,0,20,0,False,28,0,0,False
2019-06-02,47,19,0,37,0,False,47,0,0,0,0,False,52,0,26,False
2019-06-09,56,0,0,28,0,False,56,0,37,18,0,False,38,13,0,False
2019-06-16,57,0,0,38,0,False,57,0,19,0,0,False,53,0,40,False
2019-06-23,48,19,0,29,0,False,48,0,19,0,0,False,26,0,0,False
2019-06-30,76,19,19,19,0,False,76,0,19,0,0,False,52,0,0,False
2019-07-07,47,0,19,94,0,False,47,0,19,0,0,False,26,0,26,False
2019-07-14,48,0,0,29,0,False,48,0,0,39,0,False,53,0,0,False
2019-07-21,39,0,0,39,0,False,39,0,20,20,0,False,40,0,40,False
2019-07-28,20,0,0,20,0,False,20,0,20,40,0,False,14,0,0,False
2019-08-04,49,0,0,29,0,False,49,0,0,20,0,False,27,0,0,False
2019-08-11,18,0,18,35,0,False,18,0,18,18,0,False,12,0,37,False
2019-08-18,33,0,16,16,0,False,33,0,16,0,0,False,23,11,0,False
2019-08-25,35,0,0,26,0,False,35,0,17,0,0,False,24,0,12,False
2019-09-01,56,0,19,0,0,False,56,0,19,0,0,False,52,39,0,False
2019-09-08,57,38,19,28,0,False,57,0,19,0,0,False,39,0,13,False
2019-09-15,37,0,37,18,0,False,37,0,19,0,0,False,0,0,0,False
2019-09-22,19,0,0,19,0,False,19,0,0,0,0,False,13,13,13,False
2019-09-29,28,19,0,19,0,False,28,0,0,0,0,False,13,0,0,False
2019-10-06,38,19,0,19,0,False,38,0,19,19,0,False,26,0,26,False
2019-10-13,28,0,0,19,0,False,28,0,0,0,0,False,13,0,26,False
2019-10-20,0,0,19,19,0,False,0,0,0,0,0,False,0,0,0,False
2019-10-27,28,19,0,0,0,False,28,0,19,0,0,False,13,0,0,False
2019-11-03,19,19,18,56,0,False,19,0,37,18,0,False,13,0,0,False
2019-11-10,18,18,0,73,0,False,18,0,37,0,0,False,13,0,0,False
2019-11-17,0,0,0,36,0,False,0,0,0,0,0,False,0,12,0,False
2019-11-24,0,0,0,0,0,False,0,0,0,0,0,False,0,12,0,False
2019-12-01,18,0,18,27,0,False,18,0,0,18,0,False,12,0,0,False
2019-12-08,18,0,0,18,0,False,18,0,0,0,0,False,0,13,0,False
2019-12-15,0,0,0,18,0,False,0,0,0,0,0,False,0,12,0,False
2019-12-22,20,0,20,20,0,False,20,0,0,20,0,False,0,0,0,False
2019-12-29,29,0,0,19,0,False,29,0,19,0,0,False,26,13,0,False
2020-01-05,26,0,0,17,0,False,26,0,17,0,0,False,24,0,12,False
2020-01-12,26,0,17,17,0,False,26,0,17,0,0,False,24,12,24,False
2020-01-19,35,0,35,18,0,False,35,0,0,0,0,False,24,12,0,False
2020-01-26,26,17,0,17,0,False,26,0,18,35,0,False,12,0,12,False
2020-02-02,44,0,0,35,0,False,44,0,0,18,0,False,24,12,0,False
2020-02-09,17,0,0,35,0,False,17,0,17,52,0,False,12,0,0,False
2020-02-16,70,35,0,35,0,False,70,0,17,0,0,False,60,0,24,False
2020-02-23,33,0,0,17,0,False,33,0,0,0,0,False,23,0,0,False
2020-03-01,64,16,0,24,0,False,64,0,0,33,0,False,0,0,0,False
2020-03-08,41,0,0,17,0,False,41,0,0,0,0,False,23,0,11,False
2020-03-15,30,15,15,0,0,False,30,0,0,0,0,False,10,0,0,False
2020-03-22,29,0,0,14,0,False,29,0,14,0,0,False,10,10,0,False
2020-03-29,0,0,0,29,0,False,0,0,29,15,0,False,0,0,10,False
2020-04-05,29,0,44,15,0,False,29,0,0,0,0,False,20,0,0,False
2020-04-12,30,30,0,15,0,False,30,0,15,0,0,False,10,0,10,False
2020-04-19,36,0,0,22,0,False,36,0,14,0,0,False,30,0,0,False
2020-04-26,14,0,0,0,0,False,14,0,14,14,0,False,10,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,0,0,True,0,0,0,True
