date,bodas vintage,bodas en la playa,bodas pequeñas,bodas bonitas,bodas elegantes_x,isPartial_x,bodas elegantes_y,boda en la playa,bodas online,isPartial_y
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0,24,24,False
2018-12-23,0.0,28.0811320754717,0.0,0.0,28.0811320754717,0.0,29,29,58,False
2018-12-30,0.0,0.0,0.0,0.0,24.65660377358491,0.0,25,38,50,False
2019-01-06,0.0,0.0,0.0,0.0,23.28679245283019,0.0,24,24,0,False
2019-01-13,21.916981132075474,21.916981132075474,0.0,0.0,43.83396226415095,0.0,45,0,0,False
2019-01-20,0.0,0.0,0.0,20.547169811320757,0.0,0.0,0,21,0,False
2019-01-27,19.17735849056604,19.17735849056604,0.0,0.0,19.17735849056604,0.0,20,20,80,False
2019-02-03,21.916981132075474,0.0,0.0,0.0,43.83396226415095,0.0,45,23,0,False
2019-02-10,21.916981132075474,0.0,0.0,0.0,21.916981132075474,0.0,23,23,23,False
2019-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
2019-02-24,0.0,19.8622641509434,0.0,0.0,19.8622641509434,0.0,20,41,20,False
2019-03-03,22.60188679245283,0.0,0.0,22.60188679245283,22.60188679245283,0.0,23,0,0,False
2019-03-10,0.0,0.0,0.0,0.0,22.60188679245283,0.0,23,0,0,False
2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,False
2019-03-24,22.60188679245283,0.0,0.0,22.60188679245283,0.0,0.0,0,0,23,False
2019-03-31,21.916981132075474,0.0,0.0,0.0,0.0,0.0,0,0,23,False
2019-04-07,0.0,0.0,0.0,19.8622641509434,29.450943396226418,0.0,30,40,20,False
2019-04-14,0.0,0.0,0.0,28.0811320754717,28.0811320754717,0.0,29,58,0,False
2019-04-21,0.0,22.60188679245283,0.0,43.83396226415095,0.0,0.0,0,0,23,False
2019-04-28,0.0,23.28679245283019,0.0,0.0,0.0,0.0,0,0,48,False
2019-05-05,19.8622641509434,0.0,0.0,19.8622641509434,19.8622641509434,0.0,20,41,0,False
2019-05-12,0.0,21.916981132075474,0.0,44.51886792452831,21.916981132075474,0.0,23,23,46,False
2019-05-19,0.0,0.0,0.0,21.916981132075474,21.916981132075474,0.0,23,0,0,False
2019-05-26,0.0,21.232075471698117,0.0,21.232075471698117,21.232075471698117,0.0,22,22,22,False
2019-06-02,20.547169811320757,21.232075471698117,0.0,0.0,20.547169811320757,0.0,22,0,65,False
2019-06-09,0.0,0.0,0.0,20.547169811320757,0.0,0.0,0,21,32,False
2019-06-16,0.0,45.20377358490566,0.0,22.60188679245283,68.49056603773586,0.0,70,35,47,False
2019-06-23,0.0,0.0,0.0,23.28679245283019,23.28679245283019,0.0,24,48,0,False
2019-06-30,23.971698113207548,23.971698113207548,0.0,0.0,23.971698113207548,0.0,25,25,25,False
2019-07-07,22.60188679245283,22.60188679245283,0.0,0.0,22.60188679245283,0.0,23,46,0,False
2019-07-14,0.0,25.341509433962266,0.0,0.0,25.341509433962266,0.0,26,0,0,False
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0,26,26,False
2019-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,False
2019-08-04,0.0,0.0,0.0,46.57358490566038,30.820754716981135,0.0,32,0,0,False
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0,34,0,False
2019-08-18,0.0,30.820754716981135,0.0,0.0,0.0,0.0,0,32,63,False
2019-08-25,26.026415094339626,26.711320754716983,0.0,26.711320754716983,26.711320754716983,0.0,27,0,27,False
2019-09-01,0.0,0.0,0.0,0.0,21.916981132075474,0.0,22,44,33,False
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0,22,22,False
2019-09-15,20.547169811320757,0.0,0.0,20.547169811320757,0.0,0.0,0,0,0,False
2019-09-22,0.0,21.232075471698117,0.0,41.779245283018874,21.232075471698117,0.0,22,0,22,False
2019-09-29,0.0,20.547169811320757,0.0,20.547169811320757,0.0,0.0,0,43,0,False
2019-10-06,20.547169811320757,20.547169811320757,0.0,20.547169811320757,0.0,0.0,0,0,21,False
2019-10-13,19.8622641509434,19.8622641509434,0.0,19.8622641509434,0.0,0.0,0,0,21,False
2019-10-20,20.547169811320757,0.0,0.0,0.0,19.8622641509434,0.0,21,21,31,False
2019-10-27,0.0,0.0,0.0,21.232075471698117,0.0,0.0,0,0,43,False
2019-11-03,0.0,30.135849056603778,0.0,19.8622641509434,0.0,0.0,0,21,0,False
2019-11-10,0.0,19.17735849056604,0.0,0.0,0.0,0.0,0,0,20,False
2019-11-17,0.0,19.8622641509434,0.0,0.0,19.8622641509434,0.0,20,20,20,False
2019-11-24,0.0,0.0,0.0,0.0,19.17735849056604,0.0,19,0,20,False
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,False
2019-12-08,0.0,21.232075471698117,0.0,0.0,42.464150943396234,0.0,44,0,33,False
2019-12-15,20.547169811320757,0.0,0.0,0.0,19.8622641509434,0.0,21,0,0,False
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,False
2019-12-29,0.0,23.971698113207548,0.0,0.0,23.971698113207548,0.0,25,0,0,False
2020-01-05,0.0,0.0,0.0,0.0,20.547169811320757,0.0,21,42,21,False
2020-01-12,0.0,18.492452830188682,0.0,18.492452830188682,18.492452830188682,0.0,19,39,48,False
2020-01-19,0.0,0.0,0.0,0.0,19.17735849056604,0.0,20,0,0,False
2020-01-26,0.0,0.0,0.0,0.0,57.53207547169812,0.0,59,0,30,False
2020-02-02,0.0,0.0,0.0,0.0,19.17735849056604,0.0,20,20,40,False
2020-02-09,0.0,0.0,0.0,0.0,19.17735849056604,0.0,20,39,20,False
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,False
2020-02-23,19.17735849056604,19.17735849056604,0.0,19.17735849056604,0.0,0.0,0,20,0,False
2020-03-01,0.0,18.492452830188682,0.0,0.0,0.0,0.0,0,19,19,False
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
2020-03-15,0.0,0.0,0.0,0.0,19.17735849056604,0.0,20,0,0,False
2020-03-22,0.0,18.492452830188682,0.0,18.492452830188682,0.0,0.0,0,0,0,False
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0,19,19,False
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,False
2020-04-12,0.0,0.0,0.0,17.807547169811322,0.0,0.0,0,19,0,False
2020-04-19,17.807547169811322,17.807547169811322,0.0,0.0,36.300000000000004,0.0,37,0,19,False
2020-04-26,0.0,21.232075471698117,0.0,0.0,0.0,0.0,0,19,19,False
