date,freie Hochzeit,Hochzeit Standesamt,Hochzeit Kirche,isPartial
2018-01-07,11,44,33,False
2018-01-14,22,76,49,False
2018-01-21,11,27,27,False
2018-01-28,11,76,22,False
2018-02-04,0,39,33,False
2018-02-11,11,17,34,False
2018-02-18,0,45,45,False
2018-02-25,17,50,22,False
2018-03-04,0,34,45,False
2018-03-11,11,28,34,False
2018-03-18,11,17,46,False
2018-03-25,24,55,43,False
2018-04-01,12,56,56,False
2018-04-08,12,47,41,False
2018-04-15,0,41,12,False
2018-04-22,11,11,34,False
2018-04-29,0,53,41,False
2018-05-06,12,41,41,False
2018-05-13,11,50,100,False
2018-05-20,24,48,60,False
2018-05-27,0,30,30,False
2018-06-03,11,39,23,False
2018-06-10,11,27,32,False
2018-06-17,22,22,33,False
2018-06-24,11,49,33,False
2018-07-01,0,43,27,False
2018-07-08,11,32,21,False
2018-07-15,11,27,44,False
2018-07-22,11,76,33,False
2018-07-29,0,11,34,False
2018-08-05,18,64,70,False
2018-08-12,12,43,37,False
2018-08-19,24,18,42,False
2018-08-26,12,42,30,False
2018-09-02,12,53,24,False
2018-09-09,11,23,28,False
2018-09-16,0,46,29,False
2018-09-23,11,28,34,False
2018-09-30,0,40,35,False
2018-10-07,22,22,39,False
2018-10-14,11,61,55,False
2018-10-21,11,28,22,False
2018-10-28,0,34,34,False
2018-11-04,11,32,11,False
2018-11-11,0,38,22,False
2018-11-18,11,37,16,False
2018-11-25,0,27,11,False
2018-12-02,11,42,21,False
2018-12-09,0,16,16,False
2018-12-16,11,28,11,False
2018-12-23,0,65,13,False
2018-12-30,0,88,17,False
2019-01-06,0,52,26,False
2019-01-13,10,30,36,False
2019-01-20,10,30,46,False
2019-01-27,15,61,25,False
2019-02-03,20,15,10,False
2019-02-10,21,41,36,False
2019-02-17,21,57,31,False
2019-02-24,0,43,21,False
2019-03-03,32,37,32,False
2019-03-10,21,52,36,False
2019-03-17,0,22,33,False
2019-03-24,11,33,38,False
2019-03-31,11,28,39,False
2019-04-07,21,59,37,False
2019-04-14,18,35,18,False
2019-04-21,12,40,57,False
2019-04-28,0,37,37,False
2019-05-05,31,20,41,False
2019-05-12,16,42,42,False
2019-05-19,10,41,36,False
2019-05-26,0,54,38,False
2019-06-02,11,38,27,False
2019-06-09,11,40,34,False
2019-06-16,0,51,67,False
2019-06-23,11,38,27,False
2019-06-30,43,42,26,False
2019-07-07,15,50,20,False
2019-07-14,21,32,21,False
2019-07-21,11,66,39,False
2019-07-28,11,16,32,False
2019-08-04,17,62,28,False
2019-08-11,0,74,11,False
2019-08-18,12,17,23,False
2019-08-25,11,46,29,False
2019-09-01,11,48,16,False
2019-09-08,0,37,16,False
2019-09-15,22,59,16,False
2019-09-22,20,10,21,False
2019-09-29,10,47,21,False
2019-10-06,20,40,15,False
2019-10-13,0,41,20,False
2019-10-20,0,20,30,False
2019-10-27,20,45,25,False
2019-11-03,10,44,20,False
2019-11-10,15,25,10,False
2019-11-17,0,40,20,False
2019-11-24,10,29,29,False
2019-12-01,0,36,15,False
2019-12-08,0,30,0,False
2019-12-15,0,21,15,False
2019-12-22,24,47,12,False
2019-12-29,11,44,11,False
2020-01-05,10,48,19,False
2020-01-12,0,51,28,False
2020-01-19,19,48,29,False
2020-01-26,10,52,24,False
2020-02-02,14,28,23,False
2020-02-09,0,55,28,False
2020-02-16,0,29,24,False
2020-02-23,28,43,57,False
2020-03-01,19,51,19,False
2020-03-08,9,44,9,False
2020-03-15,9,38,0,False
2020-03-22,13,13,9,False
2020-03-29,0,30,13,False
2020-04-05,0,28,14,False
2020-04-12,9,36,9,False
2020-04-19,9,66,9,False
2020-04-26,0,30,30,False
2020-05-03,0,25,15,True
