date,bodas vintage,bodas en la playa,bodas pequeñas,bodas bonitas,bodas elegantes_x,isPartial_x,bodas elegantes_y,boda en la playa,bodas online,isPartial_y
2018-01-07,0.0,29.485714285714288,0.0,0.0,29.485714285714288,False,20,0,20,False
2018-01-14,0.0,29.485714285714288,0.0,0.0,0.0,False,0,20,20,False
2018-01-21,0.0,0.0,0.0,0.0,0.0,False,41,20,61,False
2018-01-28,28.306285714285714,28.306285714285714,0.0,0.0,0.0,False,0,0,39,False
2018-02-04,0.0,0.0,0.0,0.0,0.0,False,20,0,40,False
2018-02-11,0.0,0.0,0.0,0.0,0.0,False,0,41,31,False
2018-02-18,0.0,0.0,0.0,0.0,60.15085714285715,False,31,21,31,False
2018-02-25,0.0,55.43314285714286,0.0,28.306285714285714,28.306285714285714,False,38,0,19,False
2018-03-04,0.0,28.306285714285714,0.0,0.0,55.43314285714286,False,28,0,28,False
2018-03-11,28.306285714285714,0.0,0.0,0.0,0.0,False,19,19,19,False
2018-03-18,29.485714285714288,58.971428571428575,0.0,0.0,58.971428571428575,False,30,20,60,False
2018-03-25,0.0,0.0,0.0,0.0,31.84457142857143,False,33,22,33,False
2018-04-01,58.971428571428575,0.0,0.0,29.485714285714288,58.971428571428575,False,39,30,20,False
2018-04-08,0.0,56.61257142857143,0.0,28.306285714285714,28.306285714285714,False,19,19,0,False
2018-04-15,0.0,0.0,0.0,0.0,30.665142857142857,False,21,21,31,False
2018-04-22,29.485714285714288,0.0,0.0,0.0,29.485714285714288,False,20,20,40,False
2018-04-29,0.0,29.485714285714288,0.0,29.485714285714288,0.0,False,20,20,41,False
2018-05-06,29.485714285714288,0.0,0.0,29.485714285714288,117.94285714285715,False,80,30,40,False
2018-05-13,60.15085714285715,29.485714285714288,0.0,29.485714285714288,29.485714285714288,False,20,20,21,False
2018-05-20,0.0,29.485714285714288,0.0,0.0,29.485714285714288,False,20,40,20,False
2018-05-27,0.0,0.0,0.0,0.0,30.665142857142857,False,21,20,31,False
2018-06-03,0.0,29.485714285714288,0.0,29.485714285714288,0.0,False,20,40,0,False
2018-06-10,56.61257142857143,0.0,0.0,0.0,56.61257142857143,False,39,19,19,False
2018-06-17,0.0,0.0,0.0,0.0,0.0,False,0,0,42,False
2018-06-24,0.0,0.0,0.0,0.0,0.0,False,21,31,21,False
2018-07-01,30.665142857142857,61.330285714285715,0.0,30.665142857142857,0.0,False,0,0,62,False
2018-07-08,0.0,0.0,0.0,58.971428571428575,29.485714285714288,False,20,0,20,False
2018-07-15,0.0,0.0,0.0,30.665142857142857,0.0,False,0,0,53,False
2018-07-22,0.0,0.0,0.0,30.665142857142857,0.0,False,41,31,0,False
2018-07-29,0.0,0.0,0.0,0.0,29.485714285714288,False,20,20,30,False
2018-08-05,0.0,57.792,0.0,0.0,29.485714285714288,False,30,59,20,False
2018-08-12,0.0,0.0,0.0,0.0,29.485714285714288,False,20,20,20,False
2018-08-19,29.485714285714288,29.485714285714288,0.0,0.0,0.0,False,0,0,40,False
2018-08-26,29.485714285714288,88.45714285714286,0.0,0.0,0.0,False,40,0,0,False
2018-09-02,0.0,0.0,0.0,0.0,29.485714285714288,False,30,20,0,False
2018-09-09,0.0,0.0,0.0,0.0,0.0,False,0,0,20,False
2018-09-16,29.485714285714288,29.485714285714288,0.0,0.0,0.0,False,20,0,30,False
2018-09-23,0.0,57.792,0.0,0.0,57.792,False,29,0,20,False
2018-09-30,0.0,0.0,0.0,0.0,29.485714285714288,False,20,0,20,False
2018-10-07,29.485714285714288,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-10-14,0.0,0.0,0.0,0.0,28.306285714285714,False,19,0,19,False
2018-10-21,0.0,0.0,0.0,29.485714285714288,0.0,False,0,0,20,False
2018-10-28,29.485714285714288,0.0,0.0,0.0,0.0,False,20,20,0,False
2018-11-04,0.0,0.0,0.0,0.0,0.0,False,0,19,0,False
2018-11-11,0.0,0.0,0.0,0.0,29.485714285714288,False,20,0,0,False
2018-11-18,0.0,0.0,0.0,0.0,0.0,False,18,0,0,False
2018-11-25,57.792,0.0,0.0,0.0,0.0,False,0,0,40,False
2018-12-02,0.0,0.0,0.0,0.0,0.0,False,0,21,43,False
2018-12-09,0.0,0.0,0.0,0.0,0.0,False,0,0,0,False
2018-12-16,0.0,0.0,0.0,30.665142857142857,0.0,False,21,0,0,False
2018-12-23,0.0,0.0,0.0,0.0,34.203428571428574,False,23,23,0,False
