,geoName,atelier jardin
3,Brittany,65.51724137931035
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,58.620689655172406
18,Provence-Alpes-Côte d'Azur,41.37931034482759
21,Île-de-France,51.724137931034484
22,Grand-est,0.0
23,Hauts-de-france,100.0
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,19.54022988505747
27,Occitanie,0.0
28,Auvergne-Rhône-Alpes,19.82758620689655
