date,bouquet mariage
2018-01-07,0.0
2018-01-14,0.45394736842105265
2018-01-21,0.1513157894736842
2018-01-28,0.3881578947368421
2018-02-04,0.23026315789473684
2018-02-11,0.1513157894736842
2018-02-18,0.15789473684210525
2018-02-25,0.14473684210526316
2018-03-04,0.1513157894736842
2018-03-11,0.0
2018-03-18,0.3092105263157895
2018-03-25,0.0
2018-04-01,0.7302631578947368
2018-04-08,0.16447368421052633
2018-04-15,0.5394736842105263
2018-04-22,0.4934210526315789
2018-04-29,0.47368421052631576
2018-05-06,0.8355263157894737
2018-05-13,0.15789473684210525
2018-05-20,0.4934210526315789
2018-05-27,0.7171052631578947
2018-06-03,0.32894736842105265
2018-06-10,0.48026315789473684
2018-06-17,0.8355263157894737
2018-06-24,0.5131578947368421
2018-07-01,0.8092105263157895
2018-07-08,0.0
2018-07-15,0.5131578947368421
2018-07-22,0.17105263157894737
2018-07-29,0.17105263157894737
2018-08-05,0.17763157894736842
2018-08-12,0.17763157894736842
2018-08-19,0.2565789473684211
2018-08-26,0.34210526315789475
2018-09-02,0.24342105263157895
2018-09-09,0.16447368421052633
2018-09-16,0.6578947368421053
2018-09-23,0.16447368421052633
2018-09-30,0.4868421052631579
2018-10-07,0.6578947368421053
2018-10-14,0.25
2018-10-21,0.5
2018-10-28,0.4868421052631579
2018-11-04,0.15789473684210525
2018-11-11,0.32894736842105265
2018-11-18,0.3092105263157895
2018-11-25,0.15789473684210525
2018-12-02,0.15789473684210525
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.17763157894736842
2018-12-30,0.16447368421052633
2019-01-06,0.23026315789473684
2019-01-13,0.3092105263157895
2019-01-20,0.2236842105263158
2019-01-27,0.14473684210526316
2019-02-03,0.0
2019-02-10,0.46710526315789475
2019-02-17,0.5657894736842105
2019-02-24,0.23026315789473684
2019-03-03,0.46710526315789475
2019-03-10,0.0
2019-03-17,0.4868421052631579
2019-03-24,0.1513157894736842
2019-03-31,0.21710526315789475
2019-04-07,0.2236842105263158
2019-04-14,0.1513157894736842
2019-04-21,0.3026315789473684
2019-04-28,0.21710526315789475
2019-05-05,0.5263157894736842
2019-05-12,0.2894736842105263
2019-05-19,0.21710526315789475
2019-05-26,0.3092105263157895
2019-06-02,0.756578947368421
2019-06-09,0.7368421052631579
2019-06-16,0.1513157894736842
2019-06-23,0.3026315789473684
2019-06-30,0.46710526315789475
2019-07-07,0.46710526315789475
2019-07-14,0.881578947368421
2019-07-21,0.46710526315789475
2019-07-28,0.15789473684210525
2019-08-04,0.15789473684210525
2019-08-11,0.4868421052631579
2019-08-18,1.0
2019-08-25,0.15789473684210525
2019-09-01,0.28289473684210525
2019-09-08,0.2894736842105263
2019-09-15,0.28289473684210525
2019-09-22,0.506578947368421
2019-09-29,0.14473684210526316
2019-10-06,0.2894736842105263
2019-10-13,0.14473684210526316
2019-10-20,0.4407894736842105
2019-10-27,0.5
2019-11-03,0.13815789473684212
2019-11-10,0.26973684210526316
2019-11-17,0.13815789473684212
2019-11-24,0.27631578947368424
2019-12-01,0.0
2019-12-08,0.13157894736842105
2019-12-15,0.13157894736842105
2019-12-22,0.0
2019-12-29,0.7105263157894737
2020-01-05,0.40789473684210525
2020-01-12,0.2631578947368421
2020-01-19,0.40789473684210525
2020-01-26,0.3815789473684211
2020-02-02,0.2565789473684211
2020-02-09,0.4407894736842105
2020-02-16,0.6447368421052632
2020-02-23,0.24342105263157895
2020-03-01,0.375
2020-03-08,0.0
2020-03-15,0.11842105263157894
2020-03-22,0.0
2020-03-29,0.17105263157894737
2020-04-05,0.11842105263157894
2020-04-12,0.0
