date,Installateur,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,29,False
2018-01-28,18,False
2018-02-04,25,False
2018-02-11,22,False
2018-02-18,26,False
2018-02-25,36,False
2018-03-04,24,False
2018-03-11,30,False
2018-03-18,30,False
2018-03-25,22,False
2018-04-01,27,False
2018-04-08,19,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,24,False
2018-05-06,10,False
2018-05-13,26,False
2018-05-20,16,False
2018-05-27,21,False
2018-06-03,18,False
2018-06-10,13,False
2018-06-17,15,False
2018-06-24,21,False
2018-07-01,25,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,24,False
2018-07-29,31,False
2018-08-05,24,False
2018-08-12,20,False
2018-08-19,24,False
2018-08-26,20,False
2018-09-02,27,False
2018-09-09,22,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,35,False
2018-10-07,29,False
2018-10-14,24,False
2018-10-21,21,False
2018-10-28,28,False
2018-11-04,28,False
2018-11-11,19,False
2018-11-18,26,False
2018-11-25,23,False
2018-12-02,40,False
2018-12-09,29,False
2018-12-16,21,False
2018-12-23,12,False
2018-12-30,19,False
2019-01-06,41,False
2019-01-13,28,False
2019-01-20,29,False
2019-01-27,25,False
2019-02-03,33,False
2019-02-10,30,False
2019-02-17,33,False
2019-02-24,18,False
2019-03-03,25,False
2019-03-10,21,False
2019-03-17,28,False
2019-03-24,19,False
2019-03-31,21,False
2019-04-07,28,False
2019-04-14,24,False
2019-04-21,28,False
2019-04-28,18,False
2019-05-05,28,False
2019-05-12,18,False
2019-05-19,22,False
2019-05-26,15,False
2019-06-02,20,False
2019-06-09,13,False
2019-06-16,20,False
2019-06-23,24,False
2019-06-30,20,False
2019-07-07,10,False
2019-07-14,22,False
2019-07-21,19,False
2019-07-28,18,False
2019-08-04,23,False
2019-08-11,33,False
2019-08-18,31,False
2019-08-25,22,False
2019-09-01,37,False
2019-09-08,98,False
2019-09-15,26,False
2019-09-22,80,False
2019-09-29,32,False
2019-10-06,58,False
2019-10-13,93,False
2019-10-20,52,False
2019-10-27,34,False
2019-11-03,27,False
2019-11-10,60,False
2019-11-17,30,False
2019-11-24,42,False
2019-12-01,38,False
2019-12-08,25,False
2019-12-15,59,False
2019-12-22,24,False
2019-12-29,18,False
2020-01-05,19,False
2020-01-12,25,False
2020-01-19,67,False
2020-01-26,55,False
2020-02-02,100,False
2020-02-09,38,False
2020-02-16,53,False
2020-02-23,64,False
2020-03-01,47,False
2020-03-08,60,False
2020-03-15,74,False
2020-03-22,75,False
2020-03-29,34,False
2020-04-05,41,False
2020-04-12,34,False
2020-04-19,89,False
2020-04-26,54,False
2020-05-03,75,False
2020-05-10,64,False
