date,Schlüsseldienst,isPartial
2018-01-07,87,False
2018-01-14,98,False
2018-01-21,74,False
2018-01-28,90,False
2018-02-04,84,False
2018-02-11,75,False
2018-02-18,68,False
2018-02-25,69,False
2018-03-04,72,False
2018-03-11,72,False
2018-03-18,80,False
2018-03-25,70,False
2018-04-01,83,False
2018-04-08,77,False
2018-04-15,78,False
2018-04-22,64,False
2018-04-29,68,False
2018-05-06,69,False
2018-05-13,63,False
2018-05-20,70,False
2018-05-27,80,False
2018-06-03,100,False
2018-06-10,76,False
2018-06-17,66,False
2018-06-24,72,False
2018-07-01,75,False
2018-07-08,88,False
2018-07-15,73,False
2018-07-22,80,False
2018-07-29,87,False
2018-08-05,89,False
2018-08-12,79,False
2018-08-19,73,False
2018-08-26,84,False
2018-09-02,94,False
2018-09-09,79,False
2018-09-16,84,False
2018-09-23,98,False
2018-09-30,45,False
2018-10-07,87,False
2018-10-14,75,False
2018-10-21,76,False
2018-10-28,71,False
2018-11-04,72,False
2018-11-11,63,False
2018-11-18,63,False
2018-11-25,57,False
2018-12-02,59,False
2018-12-09,87,False
2018-12-16,80,False
2018-12-23,52,False
2018-12-30,70,False
2019-01-06,92,False
2019-01-13,69,False
2019-01-20,68,False
2019-01-27,81,False
2019-02-03,69,False
2019-02-10,69,False
2019-02-17,59,False
2019-02-24,56,False
2019-03-03,75,False
2019-03-10,73,False
2019-03-17,93,False
2019-03-24,73,False
2019-03-31,82,False
2019-04-07,85,False
2019-04-14,79,False
2019-04-21,83,False
2019-04-28,70,False
2019-05-05,91,False
2019-05-12,80,False
2019-05-19,89,False
2019-05-26,80,False
2019-06-02,90,False
2019-06-09,65,False
2019-06-16,70,False
2019-06-23,78,False
2019-06-30,86,False
2019-07-07,77,False
2019-07-14,53,False
2019-07-21,75,False
2019-07-28,70,False
2019-08-04,75,False
2019-08-11,76,False
2019-08-18,96,False
2019-08-25,61,False
2019-09-01,97,False
2019-09-08,87,False
2019-09-15,85,False
2019-09-22,63,False
2019-09-29,64,False
2019-10-06,75,False
2019-10-13,76,False
2019-10-20,77,False
2019-10-27,55,False
2019-11-03,76,False
2019-11-10,55,False
2019-11-17,78,False
2019-11-24,72,False
2019-12-01,76,False
2019-12-08,69,False
2019-12-15,90,False
2019-12-22,65,False
2019-12-29,69,False
2020-01-05,70,False
2020-01-12,58,False
2020-01-19,49,False
2020-01-26,90,False
2020-02-02,69,False
2020-02-09,60,False
2020-02-16,68,False
2020-02-23,77,False
2020-03-01,63,False
2020-03-08,54,False
2020-03-15,45,False
2020-03-22,31,False
2020-03-29,49,False
2020-04-05,52,False
2020-04-12,53,False
2020-04-19,47,False
2020-04-26,66,False
2020-05-03,55,False
2020-05-10,58,False
