date,Schlüsseldienst,isPartial
2018-01-07,90,False
2018-01-14,65,False
2018-01-21,51,False
2018-01-28,63,False
2018-02-04,75,False
2018-02-11,48,False
2018-02-18,76,False
2018-02-25,80,False
2018-03-04,74,False
2018-03-11,53,False
2018-03-18,50,False
2018-03-25,46,False
2018-04-01,47,False
2018-04-08,87,False
2018-04-15,46,False
2018-04-22,50,False
2018-04-29,49,False
2018-05-06,73,False
2018-05-13,52,False
2018-05-20,71,False
2018-05-27,66,False
2018-06-03,55,False
2018-06-10,79,False
2018-06-17,75,False
2018-06-24,57,False
2018-07-01,93,False
2018-07-08,62,False
2018-07-15,68,False
2018-07-22,81,False
2018-07-29,49,False
2018-08-05,62,False
2018-08-12,68,False
2018-08-19,58,False
2018-08-26,46,False
2018-09-02,67,False
2018-09-09,89,False
2018-09-16,58,False
2018-09-23,71,False
2018-09-30,54,False
2018-10-07,63,False
2018-10-14,67,False
2018-10-21,45,False
2018-10-28,70,False
2018-11-04,53,False
2018-11-11,100,False
2018-11-18,72,False
2018-11-25,39,False
2018-12-02,74,False
2018-12-09,61,False
2018-12-16,86,False
2018-12-23,44,False
2018-12-30,45,False
2019-01-06,58,False
2019-01-13,67,False
2019-01-20,72,False
2019-01-27,61,False
2019-02-03,53,False
2019-02-10,90,False
2019-02-17,57,False
2019-02-24,88,False
2019-03-03,62,False
2019-03-10,86,False
2019-03-17,71,False
2019-03-24,67,False
2019-03-31,85,False
2019-04-07,67,False
2019-04-14,79,False
2019-04-21,72,False
2019-04-28,58,False
2019-05-05,64,False
2019-05-12,91,False
2019-05-19,77,False
2019-05-26,80,False
2019-06-02,82,False
2019-06-09,92,False
2019-06-16,71,False
2019-06-23,90,False
2019-06-30,81,False
2019-07-07,67,False
2019-07-14,57,False
2019-07-21,92,False
2019-07-28,92,False
2019-08-04,73,False
2019-08-11,49,False
2019-08-18,90,False
2019-08-25,93,False
2019-09-01,57,False
2019-09-08,63,False
2019-09-15,57,False
2019-09-22,68,False
2019-09-29,73,False
2019-10-06,67,False
2019-10-13,48,False
2019-10-20,63,False
2019-10-27,50,False
2019-11-03,63,False
2019-11-10,68,False
2019-11-17,59,False
2019-11-24,61,False
2019-12-01,51,False
2019-12-08,41,False
2019-12-15,62,False
2019-12-22,43,False
2019-12-29,40,False
2020-01-05,69,False
2020-01-12,30,False
2020-01-19,73,False
2020-01-26,55,False
2020-02-02,74,False
2020-02-09,60,False
2020-02-16,55,False
2020-02-23,62,False
2020-03-01,55,False
2020-03-08,31,False
2020-03-15,42,False
2020-03-22,39,False
2020-03-29,54,False
2020-04-05,46,False
2020-04-12,42,False
2020-04-19,67,False
2020-04-26,70,False
2020-05-03,53,False
2020-05-10,36,False
