date,Haus,isPartial
2018-01-07,76,False
2018-01-14,72,False
2018-01-21,76,False
2018-01-28,77,False
2018-02-04,84,False
2018-02-11,75,False
2018-02-18,73,False
2018-02-25,71,False
2018-03-04,77,False
2018-03-11,83,False
2018-03-18,68,False
2018-03-25,79,False
2018-04-01,96,False
2018-04-08,59,False
2018-04-15,70,False
2018-04-22,73,False
2018-04-29,73,False
2018-05-06,56,False
2018-05-13,72,False
2018-05-20,78,False
2018-05-27,83,False
2018-06-03,70,False
2018-06-10,83,False
2018-06-17,65,False
2018-06-24,67,False
2018-07-01,72,False
2018-07-08,87,False
2018-07-15,70,False
2018-07-22,79,False
2018-07-29,79,False
2018-08-05,88,False
2018-08-12,93,False
2018-08-19,96,False
2018-08-26,89,False
2018-09-02,71,False
2018-09-09,58,False
2018-09-16,86,False
2018-09-23,82,False
2018-09-30,74,False
2018-10-07,89,False
2018-10-14,77,False
2018-10-21,76,False
2018-10-28,63,False
2018-11-04,73,False
2018-11-11,71,False
2018-11-18,64,False
2018-11-25,65,False
2018-12-02,58,False
2018-12-09,58,False
2018-12-16,67,False
2018-12-23,68,False
2018-12-30,79,False
2019-01-06,71,False
2019-01-13,75,False
2019-01-20,71,False
2019-01-27,76,False
2019-02-03,82,False
2019-02-10,73,False
2019-02-17,96,False
2019-02-24,68,False
2019-03-03,72,False
2019-03-10,69,False
2019-03-17,75,False
2019-03-24,81,False
2019-03-31,71,False
2019-04-07,80,False
2019-04-14,68,False
2019-04-21,80,False
2019-04-28,81,False
2019-05-05,68,False
2019-05-12,78,False
2019-05-19,59,False
2019-05-26,72,False
2019-06-02,67,False
2019-06-09,68,False
2019-06-16,87,False
2019-06-23,78,False
2019-06-30,80,False
2019-07-07,69,False
2019-07-14,92,False
2019-07-21,99,False
2019-07-28,82,False
2019-08-04,80,False
2019-08-11,100,False
2019-08-18,87,False
2019-08-25,84,False
2019-09-01,70,False
2019-09-08,73,False
2019-09-15,64,False
2019-09-22,77,False
2019-09-29,72,False
2019-10-06,83,False
2019-10-13,69,False
2019-10-20,85,False
2019-10-27,82,False
2019-11-03,75,False
2019-11-10,64,False
2019-11-17,70,False
2019-11-24,64,False
2019-12-01,67,False
2019-12-08,63,False
2019-12-15,64,False
2019-12-22,85,False
2019-12-29,76,False
2020-01-05,80,False
2020-01-12,81,False
2020-01-19,74,False
2020-01-26,95,False
2020-02-02,73,False
2020-02-09,88,False
2020-02-16,88,False
2020-02-23,75,False
2020-03-01,87,False
2020-03-08,57,False
2020-03-15,47,False
2020-03-22,60,False
2020-03-29,78,False
2020-04-05,97,False
2020-04-12,91,False
2020-04-19,82,False
2020-04-26,91,False
2020-05-03,90,False
2020-05-10,91,False
2020-05-17,85,False
2020-05-24,95,False
2020-05-31,100,False
2020-06-07,86,False
2020-06-14,91,False
2020-06-21,95,False
2020-06-28,92,False
2020-07-05,92,False
