Year,ticket_geo_region_name,Type,sub_type,Percentage
2018,Alsace,Spend,mariage cher,0.51
2018,Alsace,Tags,Maquillage,0.52
2018,Alsace,Ceremony Type,mariage civil ,0.6
2018,Alsace,Reception Location,mariage chateau,0.49
2018,Alsace,Food,mariage traiteur,0.54
2018,Alsace,Wedding Style,mariage original ,0.32
2018,Aquitaine,Spend,mariage cher,0.48
2018,Aquitaine,Tags,Maquillage,0.5
2018,Aquitaine,Ceremony Type,mariage civil ,0.58
2018,Aquitaine,Reception Location,mariage chateau,0.48
2018,Aquitaine,Food,gateau mariage,0.43
2018,Aquitaine,Wedding Style,mariage original ,0.23
2018,Auvergne,Spend,mariage cher,0.51
2018,Auvergne,Tags,Maquillage,0.5
2018,Auvergne,Ceremony Type,mariage civil ,1.0
2018,Auvergne,Reception Location,mariage chateau,0.78
2018,Auvergne,Food,mariage traiteur,0.6
2018,Auvergne,Wedding Style,mariage chic ,0.34
2018,Basse Normandie,Spend,mariage cher,0.51
2018,Basse Normandie,Tags,Maquillage,0.47
2018,Basse Normandie,Ceremony Type,mariage civil ,0.6
2018,Basse Normandie,Reception Location,mariage chateau,0.68
2018,Basse Normandie,Food,gateau mariage,0.52
2018,Basse Normandie,Wedding Style,mariage chic ,0.35
2018,Bourgogne,Spend,mariage cher,0.51
2018,Bourgogne,Tags,Maquillage,0.51
2018,Bourgogne,Ceremony Type,mariage civil ,0.79
2018,Bourgogne,Reception Location,mariage chateau,0.76
2018,Bourgogne,Food,mariage traiteur,0.56
2018,Bourgogne,Wedding Style,mariage chic ,0.38
2018,Bretagne,Spend,mariage cher,0.51
2018,Bretagne,Tags,Maquillage,0.47
2018,Bretagne,Ceremony Type,mariage civil ,0.54
2018,Bretagne,Reception Location,mariage chateau,0.45
2018,Bretagne,Food,mariage traiteur,0.42
2018,Bretagne,Wedding Style,mariage chic ,0.26
2018,Centre-Val de Loire,Spend,mariage cher,0.55
2018,Centre-Val de Loire,Tags,Maquillage,0.47
2018,Centre-Val de Loire,Ceremony Type,mariage civil ,0.56
2018,Centre-Val de Loire,Reception Location,mariage chateau,0.56
2018,Centre-Val de Loire,Food,gateau mariage,0.47
2018,Centre-Val de Loire,Wedding Style,mariage chic ,0.24
2018,Champagne-Ardenne,Spend,mariage cher,0.5
2018,Champagne-Ardenne,Tags,Maquillage,0.5
2018,Champagne-Ardenne,Ceremony Type,mariage civil ,1.0
2018,Champagne-Ardenne,Reception Location,mariage chateau,0.7
2018,Champagne-Ardenne,Food,mariage champagne,0.55
2018,Champagne-Ardenne,Wedding Style,mariage chic ,0.4
2018,Corse,Spend,NA,NA
2018,Corse,Tags,Maquillage,0.51
2018,Corse,Ceremony Type,NA,NA
2018,Corse,Reception Location,NA,NA
2018,Corse,Food,NA,NA
2018,Corse,Wedding Style,NA,NA
2018,France,Spend,mariage cher,0.48
2018,France,Tags,Maquillage,0.56
2018,France,Ceremony Type,mariage civil ,0.61
2018,France,Reception Location,mariage chateau,0.46
2018,France,Food,mariage traiteur,0.3
2018,France,Wedding Style,mariage chic ,0.25
2018,Franche-Comté,Spend,mariage cher,0.51
2018,Franche-Comté,Tags,Maquillage,0.51
2018,Franche-Comté,Ceremony Type,mariage civil ,1.0
2018,Franche-Comté,Reception Location,mariage chateau,0.72
2018,Franche-Comté,Food,gateau mariage,0.51
2018,Franche-Comté,Wedding Style,mariage chic ,0.35
