date,Tailleur
2018-01-07,0.43859649122807015
2018-01-14,0.7543859649122807
2018-01-21,0.3567251461988304
2018-01-28,0.7426900584795322
2018-02-04,0.3684210526315789
2018-02-11,0.40350877192982454
2018-02-18,0.27485380116959063
2018-02-25,0.47368421052631576
2018-03-04,0.9766081871345029
2018-03-11,0.4502923976608187
2018-03-18,0.5906432748538012
2018-03-25,0.7309941520467836
2018-04-01,0.38011695906432746
2018-04-08,0.5614035087719298
2018-04-15,0.5029239766081871
2018-04-22,0.5146198830409356
2018-04-29,0.3684210526315789
2018-05-06,0.5321637426900585
2018-05-13,0.8596491228070176
2018-05-20,0.47368421052631576
2018-05-27,0.28654970760233917
2018-06-03,0.5672514619883041
2018-06-10,0.2982456140350877
2018-06-17,0.49122807017543857
2018-06-24,0.4269005847953216
2018-07-01,0.3216374269005848
2018-07-08,0.4093567251461988
2018-07-15,0.3684210526315789
2018-07-22,0.14035087719298245
2018-07-29,0.4269005847953216
2018-08-05,0.30409356725146197
2018-08-12,0.49122807017543857
2018-08-19,0.4444444444444444
2018-08-26,0.4327485380116959
2018-09-02,0.49122807017543857
2018-09-09,0.5087719298245614
2018-09-16,0.6432748538011696
2018-09-23,0.6023391812865497
2018-09-30,0.5847953216374269
2018-10-07,0.6374269005847953
2018-10-14,0.5146198830409356
2018-10-21,0.49707602339181284
2018-10-28,0.631578947368421
2018-11-04,0.5789473684210527
2018-11-11,0.6081871345029239
2018-11-18,0.4269005847953216
2018-11-25,0.6257309941520468
2018-12-02,0.4093567251461988
2018-12-09,0.7543859649122807
2018-12-16,0.38011695906432746
2018-12-23,0.2573099415204678
2018-12-30,0.4444444444444444
2019-01-06,0.36257309941520466
2019-01-13,0.5146198830409356
2019-01-20,0.45614035087719296
2019-01-27,0.2807017543859649
2019-02-03,0.4853801169590643
2019-02-10,0.8538011695906432
2019-02-17,0.4619883040935672
2019-02-24,0.5555555555555556
2019-03-03,0.6549707602339181
2019-03-10,0.39766081871345027
2019-03-17,0.6257309941520468
2019-03-24,0.6257309941520468
2019-03-31,0.5614035087719298
2019-04-07,0.4619883040935672
2019-04-14,0.672514619883041
2019-04-21,0.5555555555555556
2019-04-28,0.5263157894736842
2019-05-05,0.5029239766081871
2019-05-12,1.0
2019-05-19,0.49122807017543857
2019-05-26,0.5847953216374269
2019-06-02,0.40350877192982454
2019-06-09,0.40350877192982454
2019-06-16,0.7485380116959064
2019-06-23,0.36257309941520466
2019-06-30,0.25146198830409355
2019-07-07,0.391812865497076
2019-07-14,0.34502923976608185
2019-07-21,0.27485380116959063
2019-07-28,0.2046783625730994
2019-08-04,0.4327485380116959
2019-08-11,0.3684210526315789
2019-08-18,0.4502923976608187
2019-08-25,0.3567251461988304
2019-09-01,0.6491228070175439
2019-09-08,0.783625730994152
2019-09-15,0.7309941520467836
2019-09-22,0.5906432748538012
2019-09-29,0.7777777777777778
2019-10-06,0.52046783625731
2019-10-13,0.391812865497076
2019-10-20,0.5730994152046783
2019-10-27,0.34502923976608185
2019-11-03,0.7309941520467836
2019-11-10,0.5847953216374269
2019-11-17,0.4853801169590643
2019-11-24,0.631578947368421
2019-12-01,0.47953216374269003
2019-12-08,0.9590643274853801
2019-12-15,0.6257309941520468
2019-12-22,0.6900584795321637
2019-12-29,0.6023391812865497
2020-01-05,0.6432748538011696
2020-01-12,0.6023391812865497
2020-01-19,0.4093567251461988
2020-01-26,0.38011695906432746
2020-02-02,0.783625730994152
2020-02-09,0.3391812865497076
2020-02-16,0.391812865497076
2020-02-23,0.5497076023391813
2020-03-01,0.6432748538011696
2020-03-08,0.543859649122807
2020-03-15,0.29239766081871343
2020-03-22,0.3508771929824561
2020-03-29,0.3567251461988304
2020-04-05,0.42105263157894735
2020-04-12,0.4619883040935672
