date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,0,16,27,16,0,False
2018-01-14,38,0,43,16,0,False
2018-01-21,38,32,22,0,16,False
2018-01-28,24,0,24,0,16,False
2018-02-04,24,47,26,0,0,False
2018-02-11,16,16,32,0,0,False
2018-02-18,38,16,33,16,33,False
2018-02-25,25,17,39,0,0,False
2018-03-04,28,26,34,17,0,False
2018-03-11,33,17,44,17,0,False
2018-03-18,22,49,33,17,17,False
2018-03-25,41,25,22,0,16,False
2018-04-01,38,49,25,33,0,False
2018-04-08,44,44,28,16,16,False
2018-04-15,69,29,46,35,0,False
2018-04-22,44,72,39,17,16,False
2018-04-29,41,29,18,18,17,False
2018-05-06,37,97,55,18,18,False
2018-05-13,28,61,17,0,17,False
2018-05-20,39,56,0,25,17,False
2018-05-27,49,22,55,0,16,False
2018-06-03,38,38,33,16,16,False
2018-06-10,32,32,0,16,16,False
2018-06-17,28,28,23,17,0,False
2018-06-24,23,63,26,0,0,False
2018-07-01,17,50,33,17,16,False
2018-07-08,29,82,35,18,18,False
2018-07-15,19,63,19,19,0,False
2018-07-22,47,81,19,18,38,False
2018-07-29,28,37,28,18,24,False
2018-08-05,57,28,38,19,0,False
2018-08-12,19,29,19,19,19,False
2018-08-19,28,28,57,19,38,False
2018-08-26,26,18,41,18,35,False
2018-09-02,35,17,44,0,0,False
2018-09-09,26,23,44,0,18,False
2018-09-16,51,28,40,17,0,False
2018-09-23,23,17,28,0,17,False
2018-09-30,26,17,26,17,0,False
2018-10-07,46,17,46,0,0,False
2018-10-14,35,35,44,0,0,False
2018-10-21,35,17,35,0,17,False
2018-10-28,43,0,17,0,17,False
2018-11-04,33,0,50,17,0,False
2018-11-11,50,17,28,0,0,False
2018-11-18,16,16,27,0,0,False
2018-11-25,27,16,27,16,16,False
2018-12-02,27,16,0,0,0,False
2018-12-09,34,17,28,0,0,False
2018-12-16,17,17,23,0,0,False
2018-12-23,18,0,43,18,0,False
2018-12-30,27,18,62,36,0,False
2019-01-06,33,17,41,16,16,False
2019-01-13,33,0,16,0,0,False
2019-01-20,47,16,16,0,0,False
2019-01-27,31,16,62,15,0,False
2019-02-03,32,32,27,16,0,False
2019-02-10,29,23,44,0,0,False
2019-02-17,52,35,23,29,34,False
2019-02-24,33,38,16,0,0,False
2019-03-03,26,37,32,16,0,False
2019-03-10,38,22,44,33,0,False
2019-03-17,33,28,34,0,0,False
2019-03-24,25,68,34,17,0,False
2019-03-31,34,67,17,17,17,False
2019-04-07,35,62,18,18,18,False
2019-04-14,63,36,18,18,0,False
2019-04-21,38,93,44,25,0,False
2019-04-28,26,31,40,16,0,False
2019-05-05,53,26,37,16,16,False
2019-05-12,41,39,39,16,17,False
2019-05-19,38,44,41,16,16,False
2019-05-26,16,49,32,32,0,False
2019-06-02,46,99,35,16,15,False
2019-06-09,31,31,41,0,15,False
2019-06-16,33,71,27,25,16,False
2019-06-23,33,77,44,16,49,False
2019-06-30,17,44,28,17,17,False
2019-07-07,17,45,57,0,0,False
2019-07-14,62,44,65,18,18,False
2019-07-21,36,54,30,27,0,False
2019-07-28,27,67,46,0,27,False
2019-08-04,37,55,73,0,0,False
2019-08-11,48,36,27,18,0,False
2019-08-18,46,18,55,18,18,False
2019-08-25,83,33,39,16,16,False
2019-09-01,63,24,37,23,0,False
2019-09-08,47,16,47,16,0,False
2019-09-15,37,16,16,0,0,False
2019-09-22,29,29,44,14,15,False
2019-09-29,25,30,15,15,0,False
2019-10-06,25,0,20,15,0,False
2019-10-13,30,15,25,0,0,False
2019-10-20,35,31,20,0,0,False
2019-10-27,22,15,35,0,0,False
2019-11-03,24,0,29,0,0,False
2019-11-10,65,14,29,0,14,False
2019-11-17,24,29,49,0,0,False
2019-11-24,23,14,28,0,0,False
2019-12-01,14,14,43,29,0,False
2019-12-08,33,29,22,0,0,False
2019-12-15,22,15,49,0,15,False
2019-12-22,24,16,26,16,0,False
2019-12-29,23,0,23,0,0,False
2020-01-05,28,14,47,14,14,False
2020-01-12,59,14,32,27,0,False
2020-01-19,14,14,38,14,0,False
2020-01-26,32,14,32,0,0,False
2020-02-02,35,14,56,14,14,False
2020-02-09,42,21,28,14,14,False
2020-02-16,29,14,21,14,0,False
2020-02-23,21,0,24,14,0,False
2020-03-01,32,23,23,18,0,False
2020-03-08,27,13,31,13,0,False
2020-03-15,32,12,18,12,12,False
2020-03-22,35,27,43,0,12,False
2020-03-29,27,19,34,12,0,False
2020-04-05,35,59,43,48,0,False
2020-04-12,40,85,32,36,20,False
2020-04-19,20,48,36,12,20,False
2020-04-26,33,37,26,18,11,False
2020-05-03,37,45,41,19,11,False
2020-05-10,32,52,16,24,24,False
2020-05-17,38,85,64,17,0,False
2020-05-24,41,75,41,17,37,False
2020-05-31,52,92,44,16,12,False
2020-06-07,53,61,33,29,20,False
2020-06-14,38,28,100,0,0,True
